,0,1,2
699,20971,8970,26361
700,10460,13871,21646
701,3611,2740,3115
702,6987,2007,2420
703,19429,5064,4142
704,8692,7808,7816
705,7512,2829,2148
706,1426,4006,2659
707,28831,1341,4923
708,60428,8285,14734
709,9344,2306,855
710,1627,5286,5513
711,9461,1164,19584
712,0,428,330
713,12231,15619,2914
714,148780,7960,16997
715,32234,2177,4387
716,21630,2064,5654
717,34198,2501,4493
718,9665,1190,5327
719,11223,1565,4605
720,15993,7370,13591
721,5880,1419,254
722,2739,1192,928
723,9257,4768,5937
724,5660,3591,5446
725,27779,8257,9076
726,1185,1778,508
727,66227,4413,4916
728,7457,2576,927
729,15319,8901,12593
730,28993,5392,13750
731,4976,2272,1848
732,15806,4564,8235
733,7617,4432,4946
734,8962,6027,3638
735,87008,17217,14644
736,29174,11023,27649
737,12735,1785,1404
738,3996,6221,3726
739,3946,1094,2164
740,4780,1203,2086
741,2872,2980,850
742,5550,6636,3992
743,6129,2960,184
744,7419,4020,1541
745,24142,14853,11673
746,33416,1895,7522
747,31166,5411,23635
748,65381,6796,14027
749,10078,1183,3109
750,2061,3938,4791
751,3146,5772,5871
752,3469,2358,2460
753,2538,1198,5890
754,9122,4403,12237
755,36761,34697,21108
756,39074,11311,12894
757,48906,8254,10182
758,29217,11761,16389
759,2583,2639,4320
760,9377,5335,5820
761,71339,12048,18289
762,33205,2660,3814
763,506,540,324
764,2696,363,1523
765,1967,6906,5321
766,9597,1299,2417
767,14038,482,6198
768,15665,6976,9672
769,17046,4090,21155
770,3931,911,2136
771,4068,3534,2964
772,7941,4378,5439
773,5692,12137,8470
774,8891,1012,3488
775,16005,2153,8006
776,32795,2355,11086
777,28067,4767,13387
778,26888,2710,13224
779,18053,5679,10609
780,5099,343,4414
781,29049,13110,16219
782,13260,4392,3678
783,6446,5680,6283
784,5327,21433,18356
785,23,39,307
786,12005,4676,9699
787,4345,3963,9511
788,5758,1899,5679
789,7044,6206,6065
790,51502,15454,13766
791,16929,5612,6882
792,1420,1674,2480
793,2970,3917,1365
794,2254,2020,1183
795,2280,953,1499
796,13564,10376,18555
797,24268,9490,4387
798,2000,1668,2727
799,1626,651,1048
800,1153,1778,4253
801,19112,839,4326
802,25009,981,7445
803,6286,2170,3069
804,74294,6514,4759
805,51130,6314,9217
806,65898,10107,14389
807,10757,2403,8591
808,66468,9427,9654
809,10777,2770,8498
810,19549,3463,1744
811,15036,7859,8973
812,3049,1247,4396
813,26610,4645,11333
814,2844,2104,7691
815,2253,7211,2435
816,946,929,104
817,34007,2385,3768
818,6247,2506,6088
819,22965,1952,5554
820,46232,8672,10128
821,11603,7562,4773
822,170614,9704,17459
823,5724,7224,11966
824,10955,638,6684
825,965,420,1423
826,74546,7219,4477
827,171,1936,1012
828,889,3294,1751
829,349,1547,316
830,273,482,446
831,44041,5663,10087
832,23828,10122,30086
833,825,952,1331
834,803,1781,1783
835,1995,1284,3764
836,3721,2088,5149
837,10235,4695,3884
838,2231,2615,2214
839,961,792,386
840,3857,3744,2286
841,8138,12814,18406
842,1979,1220,732
843,638,1395,3187
844,116717,9796,7875
845,13261,2581,1517
846,2750,730,944
847,13456,13983,5991
848,2163,1027,1369
849,17058,1709,2779
850,1193,861,190
851,52552,3993,6642
852,16705,4027,3513
853,191,830,91
854,2674,5670,1775
855,3862,3247,4899
856,5390,2199,9245
857,2521,1600,2481
858,1018,9209,12860
859,8199,5851,8262
860,4015,2429,5791
861,909,2524,2158
862,9240,6829,6155
863,45371,7215,3502
864,2732,2516,4045
865,10800,2134,3508
866,35042,15078,12251
867,5994,5500,4612
868,4754,8518,5758
869,24188,23490,17285
870,19309,4435,8720
871,21338,3534,4620
872,19680,1712,3853
873,840,2100,2607
874,1944,859,508
875,3256,1356,674
876,629,1274,2230
877,3980,2863,2439
878,6034,793,2211
879,23348,2022,1724
880,28574,2926,5642
881,23897,2314,4489
882,41777,6006,3900
883,398,2040,2126
884,2049,1373,3691
885,3567,1101,3184
886,2439,951,6304
887,6669,2971,4933
888,7941,2832,9677
889,17170,3226,11621
890,1367,784,1106
891,6480,10649,15396
892,8242,16950,22784
893,10441,3848,13415
894,66416,9492,10328
895,4633,4018,5777
896,932,4147,5905
897,621,233,402
898,980,1422,2483
899,1671,2329,3846
900,11468,8975,12106
901,1060,2077,2634
902,5660,2889,8279
903,2549,4281,3599
904,2725,2556,4071
905,6876,1756,2633
906,3567,701,841
907,6655,7357,8826
908,27682,16580,24646
909,1198,1479,2071
910,913,674,2777
911,1810,3321,3119
912,15736,2735,3236
913,5735,3932,5196
914,6570,2997,4062
915,4976,3977,10943
916,4409,978,2338
917,10597,12729,19924
918,14135,5510,2266
919,39475,4997,4104
920,44097,3737,3122
921,119486,4307,3192
922,7547,1010,3511
923,9399,3802,4859
924,14397,2014,3552
925,8450,2085,5095
926,3777,2536,5346
927,18536,9676,15925
928,1099,536,736
929,9564,2418,6302
930,31496,4175,6954
931,35341,7984,9679
932,15977,8924,12049
933,23619,6178,8097
934,15619,1117,2117
935,5709,3176,7785
936,9751,3190,10296
937,3577,3638,10595
938,67030,4960,25500
939,70309,28765,37368
940,3955,8310,5227
941,2433,1928,3686
942,7611,6611,10733
943,6482,2387,4107
944,15614,2373,4253
945,19096,9862,15825
946,45470,10206,15633
947,23678,1536,4803
948,33371,2713,6153
949,40312,3153,16733
950,37168,11357,24755
951,21525,2840,9629
952,2692,1702,736
953,12477,7919,3400
954,3083,3663,8632
955,4335,5036,5483
956,8452,5156,8012
957,19066,5335,14552
958,2723,1527,4170
959,3120,851,3121
960,17813,1133,7014
961,18967,3353,13325
962,5379,3395,1762
963,2045,3588,1754
964,3863,4743,3622
965,3015,6691,4903
966,9686,9627,7192
967,1562,315,1684
968,6722,1452,8799
969,4967,871,5049
970,5806,2875,7104
971,12129,13201,25557
972,5167,2988,3040
973,2140,2710,4442
974,81771,3945,12918
975,58912,6581,8476
976,37782,5524,11268
977,19857,6187,16074
978,39881,1300,26616
979,34146,5968,6630
980,37822,35107,22227
981,45303,9774,11578
982,987,1973,5645
983,4246,5624,21560
984,160,1280,1602
985,2310,4576,1163
986,21671,2554,17273
987,1865,2757,2024
988,3980,5594,2705
989,16796,8832,16178
990,59050,14425,8070
991,9192,11117,5016
992,2830,19579,7742
993,7359,9855,1667
994,72693,21180,23130
995,4831,1290,2631
996,33180,2852,11364
997,35987,3007,12079
998,24648,2012,15712
999,32608,7136,12687
1000,9615,3684,9995
1001,18282,7557,4200
1002,13854,4716,5047
1003,25051,6089,2189
1004,20455,1792,7945
1005,12298,408,2094
1006,73323,21517,32833
1007,28155,10147,19474
1008,7467,1429,2617
1009,9088,1754,9066
1010,2759,2938,3421
1011,5545,7904,2250
1012,1504,2061,2775
1013,78615,10287,6326
1014,35326,7406,5128
1015,35305,17732,17670
1016,921,564,577
1017,1652,927,384
1018,24680,1392,6304
1019,2717,1383,4210
1020,1368,4073,3058
1021,89650,15676,12092
1022,52426,24459,2621
1023,35213,2297,2690
1024,1460,278,1636
1025,1564,809,3812
1026,2258,957,78
1027,2934,1063,134
1028,26164,2362,8250
1029,33253,6286,8512
1030,13506,4418,5803
1031,1690,1522,2982
1032,14279,5084,6718
1033,12772,1762,1406
1034,24149,8541,10005
1035,8937,4896,20430
1036,12324,1901,4311
1037,16327,4595,10518
1038,808,5175,4161
1039,10111,2344,4853
1040,12172,27598,653
1041,6231,4227,10676
1042,8241,3730,14143
1043,48790,4035,9416
1044,4698,2896,5496
1045,33981,2358,6760
1046,6956,4194,1141
1047,581,1426,1472
1048,11570,28613,21651
1049,14485,6335,21266
1050,61559,3995,7692
1051,36230,8828,19007
1052,7934,10879,12129
1053,3877,4748,5150
1054,1972,6521,3180
1055,18218,2125,1225
1056,46236,4916,9278
1057,99393,16978,18774
1058,6994,259,2577
1059,15529,2583,6111
1060,972,820,5866
1061,405,783,2626
1062,10699,3894,5115
1063,4137,4349,2543
1064,4139,2610,1558
1065,189140,2752,12410
1066,2092,2573,3145
1067,4909,10308,15579
1068,25370,8902,8408
1069,30561,14475,7803
1070,1276,1777,97
1071,3355,1806,439
1072,1868,1382,656
1073,6780,14852,13811
1074,1092,420,1412
1075,22177,3115,12494
1076,1801,1351,2628
1077,76381,9442,13675
1078,1833,3396,3818
1079,12792,9306,10955
1080,5701,1332,3533
1081,1318,3256,5918
