,0,1,2
912,14969,4516,3670
913,7602,5711,5631
914,7119,3926,4746
915,4307,5603,11733
916,4133,2573,3036
917,12410,11467,22756
918,12982,8316,2509
919,37540,9495,4541
920,43306,6446,4247
921,117249,9283,4005
922,7497,1258,4016
923,10617,4009,5535
924,18303,3315,3974
925,8185,2960,5875
926,3772,4059,5477
927,18488,11759,15299
928,1152,948,1209
929,12975,3592,6765
930,31495,6493,9358
931,35223,9505,12210
932,16096,10572,12150
933,21860,7885,8586
934,15412,1941,2859
935,4969,4809,8009
936,9635,4857,10527
937,3127,4944,10934
938,65338,9240,25790
939,71598,21942,43666
940,4545,8525,5886
941,2405,3234,3729
942,7265,8458,10577
943,5617,3686,5128
944,15340,3560,4622
945,18624,10835,16183
946,44428,12244,15932
947,23197,4883,5250
948,31488,7352,6755
949,38974,7830,17732
950,33790,15547,25841
951,21802,4358,10273
952,4072,3114,1130
953,11226,10552,3647
954,3070,4682,9704
955,4339,6321,6756
956,7559,6619,8375
957,17442,7366,14721
958,5168,2102,4198
959,3191,1770,3546
960,18012,3647,7390
961,19105,3737,13295
962,5386,3499,2088
963,2067,4049,2218
964,3904,4830,4083
965,2992,6903,6750
966,9907,9857,7621
967,1538,463,2210
968,6583,2138,8923
969,5068,1477,5674
970,5059,4328,7475
971,10497,16644,24760
972,5632,4382,3282
973,2184,3579,5094
974,75126,10974,12995
975,54241,9730,10205
976,40359,5924,11612
977,22851,6910,16158
978,39270,1890,31494
979,35912,8238,7026
980,41764,29573,25316
981,41350,14047,12013
982,892,2506,5967
983,4703,5258,22833
984,120,2074,1998
985,2425,5856,1838
986,20010,4310,18598
987,2052,3624,2072
988,4457,5659,3007
989,14102,12287,16074
990,56965,16732,8148
991,8351,11481,6286
992,2929,16662,11079
993,7050,10887,1673
994,60672,33060,38443
995,5628,3530,2940
996,31759,6588,11801
997,35681,6171,12774
998,24633,4311,16180
999,31925,10654,12608
1000,8629,5148,10301
1001,18975,7359,4482
1002,15622,5794,5151
1003,25637,7337,3596
1004,26453,5108,8492
1005,13449,1272,3285
1006,64893,26810,36653
1007,27882,12231,20063
1008,7838,2986,2811
1009,8996,2419,9543
1010,3204,3288,3680
1011,6232,8411,2303
1012,2148,2620,3085
1013,72296,18433,6431
1014,35241,8761,5485
1015,35387,19545,18016
1016,1034,1977,688
1017,3098,1458,739
1018,24301,1904,6941
1019,2540,2972,5922
1020,1427,4571,3323
1021,72886,30001,15911
1022,51881,29468,4662
1023,36928,5571,3631
1024,1460,1469,2201
1025,1651,1150,4148
1026,3763,3762,137
1027,3051,1747,134
1028,28088,2785,8519
1029,33253,7968,9610
1030,12703,5625,6863
1031,1756,2339,3670
1032,12874,10103,6786
1033,12412,2572,2044
1034,23989,9857,10181
1035,8279,5772,20596
1036,15443,3344,4840
1037,14103,7591,12015
1038,819,5332,5356
1039,10118,2967,5026
1040,12858,28195,767
1041,7458,4740,11233
1042,8714,3661,14450
1043,42869,10886,9831
1044,4867,3035,5643
1045,32429,4384,6961
1046,6673,5696,1596
1047,555,1990,1649
1048,12457,28495,20972
1049,14263,6606,21731
1050,61049,6013,8611
1051,35842,9070,20463
1052,8380,10795,12835
1053,3391,5652,5995
1054,1884,6260,3890
1055,18076,3463,1261
1056,44753,10227,11142
1057,91153,19482,25085
1058,6886,1021,3170
1059,15351,3017,6344
1060,1172,1529,6289
1061,336,1276,2752
1062,13776,5064,5637
1063,4163,5389,2610
1064,4479,3144,1935
1065,178215,20928,11083
1066,2544,3281,3559
1067,5295,9394,16717
1068,25372,8384,9422
1069,30510,13142,9996
1070,1532,1997,167
1071,3458,2570,493
1072,2088,2250,960
1073,5967,15130,14724
1074,1401,479,1583
1075,21343,4829,13013
1076,2231,2274,2631
1077,71337,14652,14241
1078,6026,3529,4654
1079,9980,13789,10561
1080,7132,2832,3595
1081,1858,3950,6034
1082,56727,10410,7149
1083,57293,8356,8498
1084,82446,17241,14094
1085,100242,30013,27498
1086,28628,17107,17455
1087,21478,3659,13529
1088,6382,4713,2307
1089,4178,1399,1614
1090,5185,3014,7312
1091,17234,11421,13106
1092,33304,9890,10677
1093,35387,22031,12840
1094,39197,25506,20386
1095,7171,3232,4145
1096,7756,7305,7551
1097,10382,15148,21249
1098,12778,15161,5217
1099,14565,14116,18848
1100,59917,6139,8633
1101,46865,8626,10786
1102,9481,6100,5874
1103,1193,2206,1308
1104,23936,11168,14636
1105,19158,8237,23560
1106,4466,5424,1999
1107,1942,5002,2187
1108,8272,312,5914
1109,2303,3659,982
1110,2773,2704,2037
1111,333,2430,1690
1112,373,2123,953
1113,922,4669,2828
1114,1084,1212,1962
1115,35,275,185
1116,5458,2921,9936
1117,21243,3248,6670
1118,22836,9283,7717
1119,30291,4859,7673
1120,11374,4676,2176
1121,5835,3106,1364
1122,7463,3844,638
1123,6635,4609,2904
1124,5055,3553,1956
1125,29976,2314,4977
1126,5295,8064,7596
1127,31763,22242,24292
1128,4913,8214,3519
1129,6571,8940,13106
1130,55546,7799,34051
1131,257,2053,2567
1132,777,1806,6327
1133,9066,14500,3947
1134,4066,4468,1288
1135,1478,4237,7407
1136,24988,15618,14382
1137,674,893,4164
1138,5008,3115,2857
1139,4605,3600,4756
1140,10891,5782,12649
1141,8736,5256,3336
1142,58263,12736,7773
1143,68995,11197,10285
1144,33598,6944,7267
1145,13355,10169,6257
1146,3566,3229,2380
1147,7682,3624,3580
1148,26958,9668,11812
1149,9817,5953,2119
1150,4408,4336,6067
1151,35643,4269,16452
1152,60119,8921,7369
1153,82394,20210,32445
1154,11592,11252,3711
1155,12195,12740,6284
1156,56908,25056,19667
1157,12121,12458,8960
1158,3579,4689,4560
1159,20112,3016,12035
1160,15823,7415,2342
1161,1668,3589,3164
1162,1768,7549,6956
1163,2230,8965,9227
1164,9021,7381,5614
1165,691,1177,665
1166,3914,3713,3668
1167,11707,17402,8368
1168,2759,4065,2523
1169,1007,1713,2454
1170,39282,8783,6738
1171,10711,5999,4110
1172,133773,25365,28394
1173,90364,21819,21541
1174,24498,2030,2553
1175,13169,12865,7691
1176,8973,4711,2681
1177,9250,1978,5514
1178,15291,9343,8788
1179,18419,8618,6909
1180,8046,8039,4793
1181,8683,11510,4148
1182,2464,829,2142
1183,67510,7337,7469
1184,156970,25138,26017
1185,923,2549,2390
1186,20364,2565,6953
1187,232,246,1758
1188,9277,8568,6566
1189,19040,18079,24974
1190,5688,4705,9667
1191,7696,8989,10665
1192,3846,7939,8598
1193,1511,8942,5028
1194,14011,5321,4402
1195,37948,8297,24673
1196,34062,10045,24767
1197,48961,12902,40763
1198,505,2255,1824
1199,2876,4066,4889
1200,8334,6479,3572
1201,23609,17619,21149
1202,27978,3527,3567
1203,2524,3859,18688
1204,23342,8354,7780
1205,28919,13499,19536
1206,4007,4406,5458
1207,6221,7897,4464
1208,3489,11332,9686
1209,21691,6441,8666
1210,16655,8597,18911
1211,15288,12371,19327
1212,35322,7004,5422
1213,18065,7158,6430
1214,17261,7925,7961
1215,17647,6530,3159
1216,2002,5757,2420
1217,13041,14011,13080
1218,2551,3846,3517
1219,5516,8434,13030
1220,15756,6786,3555
1221,30164,7157,10413
1222,13900,4159,2812
1223,13372,6195,8619
1224,7884,3687,4717
1225,5846,3668,4790
1226,29896,3793,15389
1227,13839,17342,16982
1228,34274,2842,3031
1229,2028,2736,4072
1230,8738,11849,15913
1231,15607,2752,6534
1232,21676,9672,7832
1233,2918,6619,8082
1234,2485,7106,11080
1235,6057,11374,12408
1236,3198,4618,4703
1237,34715,16443,24921
1238,1665,6296,8163
1239,40402,21357,19138
1240,1065,6010,4842
1241,3004,6249,8759
1242,11470,9225,8589
1243,4722,5870,1230
1244,9866,5769,12886
1245,8784,3478,8052
1246,15954,7491,18254
1247,6701,1534,670
1248,3863,2874,2433
1249,38930,24945,13723
1250,5473,5948,5661
1251,10621,2724,4657
1252,5050,3543,7670
1253,2169,2046,2840
1254,840,884,2888
1255,26225,3030,4744
1256,41664,2154,10093
1257,65920,11935,16895
1258,17410,9484,5810
1259,41042,7178,22343
1260,26160,22913,28178
1261,119397,28714,38274
