,afemur,atibia,bfemur,btibia
14362,14205,14280,13424,18131
14363,14407,15446,12758,19084
14364,14933,16223,12927,19838
14365,17463,17151,13551,20447
14366,19946,17810,16313,19245
14367,21659,17649,18526,19828
14368,23084,17824,19782,19783
14369,23399,17544,20623,18195
14370,22902,17245,20643,14987
14371,18711,16582,18135,10716
14372,15367,15873,15130,8824
14373,11608,9759,11591,7409
14374,2413,7730,6431,6125
14375,12622,7,11863,2335
14376,13692,3481,12818,4485
14377,14947,6069,13977,6351
14378,16094,7223,15226,8011
14379,17560,9617,16540,10243
14380,18336,11234,17451,11703
14381,19300,12692,19175,12427
14382,19495,13662,18685,13043
14383,20009,15128,20557,14469
14384,20264,16047,20944,15307
14385,20496,16690,21527,16024
14386,20715,16938,21802,16037
14387,20884,16422,22334,15625
14388,21686,16712,22718,15734
14389,22894,17139,23787,15839
14390,25405,16634,25598,15715
14391,27111,16426,28234,15338
14392,28250,15854,29894,14499
14393,29055,15210,30277,13740
14394,28507,14306,30041,13081
14395,26215,12703,26482,12009
14396,20239,11406,21800,10815
14397,17964,10011,19221,9554
14398,1737,0,3329,0
14399,6660,0,7837,21
14400,10966,344,10453,998
14401,13536,3577,12947,3568
14402,16140,5137,15115,5138
14403,18709,7486,17068,7307
14404,20098,9034,18335,9003
14405,22110,13598,19321,11009
14406,20326,12912,18969,12188
14407,19272,14670,18783,13336
14408,18609,15528,18653,14109
14409,17864,16254,18148,15109
14410,17834,16989,18248,15379
14411,18202,17232,18133,14727
14412,19488,17035,18954,14777
14413,21675,16720,21148,15653
14414,23887,16376,23930,15340
14415,25342,15970,25696,15285
14416,26125,15076,26817,15046
14417,25752,13135,27175,14438
14418,23196,11092,26613,12583
14419,18857,9680,22324,9758
14420,13102,8040,15445,8709
14421,13943,3170,14838,5490
14422,15991,5277,16248,7058
14423,17698,7315,17598,9164
14424,19242,9424,18868,11436
14425,20399,11677,19973,15061
14426,21266,14056,19989,18217
14427,21203,15987,16647,20144
14428,19110,18417,16033,23235
14429,18682,19742,15012,24596
14430,18169,21682,14304,26005
14431,17291,22503,13502,25717
14432,17556,22904,13362,26211
14433,17458,23177,13819,27013
14434,18988,23573,15242,26755
14435,20175,23735,17144,24603
14436,22814,23980,19295,24086
14437,24053,22972,20899,19313
14438,25252,21830,22251,17142
14439,26150,19243,23417,14526
14440,26079,16912,23468,12028
14441,23783,14162,22393,10201
14442,20852,12355,18793,9007
14443,17103,11813,15132,7597
14444,0,0,1159,0
14445,0,0,8182,0
14446,8991,2493,10609,2857
14447,10324,4287,12441,4171
14448,11703,6030,14105,6092
14449,13678,7339,16368,7761
14450,15666,9052,17921,8829
14451,17179,9656,21013,9630
14452,20252,10567,21362,10261
14453,19566,11595,18494,11035
14454,18126,12712,17952,12282
14455,18066,12798,17639,13590
14456,18026,12913,17822,13397
14457,18439,12816,18639,13265
14458,19432,12964,20728,13781
14459,21180,12911,22752,13783
14460,23084,12778,23942,13417
14461,23994,12327,24213,13047
14462,23977,11760,20972,12714
14463,19030,11183,16936,11911
14464,16614,10286,13871,10808
14465,13963,8472,10279,8813
14466,10862,7210,6541,7555
14467,0,0,28,0
14468,9528,2313,8087,147
14469,12048,5015,11085,3107
14470,13742,6151,13437,4930
14471,15684,7312,15070,6425
14472,17060,9549,16327,7510
14473,17846,12984,17679,9540
14474,17101,15768,18319,12987
14475,14848,18639,17376,14592
14476,14123,20416,16467,16512
14477,13390,20973,16342,17657
14478,12914,22485,15787,17560
14479,12568,21820,15317,17538
14480,12807,22097,15051,17604
14481,13538,22414,15625,18656
14482,15743,22384,17257,18820
14483,17451,21256,19030,18847
14484,18884,20161,20992,18341
14485,20124,15925,22557,17165
14486,20701,12176,23783,14562
14487,20556,10293,24034,11510
14488,18635,8641,23782,9546
14489,12400,6858,17954,7679
14490,0,20,0,0
14491,6068,1719,3440,0
14492,11441,3290,8828,1126
14493,14038,4859,11624,2376
14494,16121,6976,13817,3855
14495,18077,8386,15356,5841
14496,19731,9948,17064,7571
14497,21630,13279,18844,9643
14498,21642,16089,21561,12117
14499,19437,17629,20388,14398
14500,16970,18738,17923,14499
14501,15904,18192,17182,15772
14502,15334,18505,16752,16607
14503,15633,19389,16721,16272
14504,16764,19342,17321,16717
14505,18375,18838,18928,17117
14506,21195,18353,21974,16897
14507,22640,17353,23402,16583
14508,23252,15380,24666,16259
14509,22947,11381,24871,15134
14510,20776,9579,23889,12304
14511,16668,8516,23148,10089
14512,10730,6889,12848,8254
14513,8337,338,4297,0
14514,11024,2760,10288,1877
14515,13957,5055,12641,3691
14516,15854,5971,14493,4282
14517,17800,7742,16541,6789
14518,19708,9298,18170,8207
14519,20886,10161,19292,9859
14520,22349,10965,22604,10229
14521,23826,11545,21434,11407
14522,21736,12566,20300,12972
14523,21453,13707,20035,14076
14524,20968,14459,19450,14267
14525,21379,13743,19578,14268
14526,21745,13788,20190,14807
14527,23110,13757,21321,14993
14528,24944,13659,22629,14426
14529,28472,13250,24718,14591
14530,29891,12677,25459,14027
14531,30489,12290,26523,13466
14532,28997,12279,26521,12878
14533,24861,12079,22411,12515
14534,20379,11521,17894,11582
14535,16423,9603,13656,9821
14536,5929,0,2257,0
14537,9291,616,7181,1325
14538,12574,2525,10143,3011
14539,14990,3904,12615,5244
14540,17906,5235,14593,6140
14541,21213,6473,16117,7820
14542,24876,8256,17947,9403
14543,25536,10017,19460,10830
14544,23984,10979,22426,11001
14545,21811,12289,20874,12334
14546,21032,13123,20352,13247
14547,21022,12942,20389,13567
14548,21855,13164,20562,13310
14549,22900,13073,21493,13417
14550,25227,13587,23204,13365
14551,27352,13861,26282,13105
14552,28244,13670,28161,12757
14553,26851,13383,29650,12383
14554,21584,13101,30161,12363
14555,18422,12710,29528,12049
14556,14405,11807,25487,11046
14557,10332,11111,17423,9241
14558,6928,9022,11728,7326
14559,10547,1874,8480,105
14560,12146,3924,10853,3413
14561,14092,6805,12212,4943
14562,15534,8578,14039,7292
14563,16667,11180,15384,10276
14564,17680,14685,16824,13553
14565,18840,16502,17717,15763
14566,18872,17748,18558,18051
14567,18339,18565,18720,19237
14568,18315,19226,17789,20027
14569,18402,21020,17419,21131
14570,18760,21736,17696,22614
14571,18885,22433,17662,23405
14572,18818,22464,18194,24191
14573,18937,22995,18109,24562
14574,23100,23235,18997,24832
14575,24344,23394,22436,24932
14576,25639,22642,23843,25099
14577,27176,21764,25135,23744
14578,28631,20742,26519,22639
14579,29541,18352,27752,19496
14580,29660,15546,28468,17393
14581,29212,12454,28791,14704
14582,6050,0,4193,0
14583,9059,159,8456,0
14584,11553,756,13073,1851
14585,14054,2829,14808,4747
14586,15812,5000,16838,5614
14587,17463,6341,18028,7493
14588,18590,7891,19054,9648
14589,19943,9114,20593,11669
14590,17224,12507,17401,13520
14591,15745,14280,16046,15968
14592,14739,16319,15232,17449
14593,14193,17806,14774,17972
14594,14284,18479,14810,17641
14595,15404,18905,15876,17324
14596,16583,19453,17047,17056
14597,18591,19317,19123,18477
14598,20662,19320,21318,18744
14599,22057,19581,22950,18085
14600,22691,18919,23437,17305
14601,21977,17773,22803,13518
14602,17795,11673,17328,10435
14603,13076,10091,13512,8996
14604,8376,8188,9651,7901
14605,5314,0,7097,302
14606,8652,0,9361,1397
14607,10689,1913,10927,3353
14608,12451,4421,12259,5412
14609,13561,5663,13305,6875
14610,15248,7814,13961,9321
14611,16287,9826,14180,11279
14612,15981,12315,14383,12124
14613,17234,12818,15992,13102
14614,18199,14042,17433,14661
14615,18604,15270,18235,15808
14616,18848,14865,18925,15739
14617,19207,17026,19340,15253
14618,19667,17064,21463,16772
14619,21162,17446,24734,16502
14620,24318,17168,26297,16414
14621,26020,17371,27787,16336
14622,27370,17007,28835,15666
14623,27979,16609,29735,15183
14624,28000,15783,29766,14334
14625,27413,13992,27729,12585
14626,24391,12082,25311,9812
14627,18217,9234,17276,7567
14628,0,0,0,0
14629,2787,0,3738,318
14630,0,0,8341,1242
14631,0,0,11547,3338
14632,11266,3693,13347,5352
14633,12745,5951,14554,7151
14634,14200,7437,15999,9086
14635,15301,9207,16946,10248
14636,15723,11507,17172,11361
14637,16443,12518,17381,12005
14638,17233,13315,18353,12628
14639,17326,13718,18373,13203
14640,17805,14297,18579,13433
14641,18087,14470,19220,13708
14642,18825,15623,21478,14036
14643,21758,15330,23554,13379
14644,23196,14821,24999,12930
14645,24251,14375,26242,12067
14646,25048,13207,26273,11654
14647,24799,11012,26499,9835
14648,24073,8876,19080,7588
14649,16036,7586,12545,6742
14650,11736,6361,6499,5438
14651,0,0,0,0
14652,264,0,4140,393
14653,5369,861,6756,1543
14654,7365,2896,8321,3560
14655,8559,4925,9706,4951
14656,9830,6373,10454,6255
14657,10782,7549,11284,7150
14658,11179,9522,11258,8847
14659,11406,12578,11762,11801
14660,12364,12726,12601,13680
14661,13057,14929,13922,14661
14662,14259,16059,14204,15445
14663,15210,16951,14640,16963
14664,15191,16505,14445,17248
14665,15434,16124,14970,17694
14666,15714,16939,17604,18321
14667,19287,17921,19267,17899
14668,20746,17059,20739,17457
14669,22018,15826,21721,16476
14670,22917,14300,22499,15570
14671,22876,11260,22276,11934
14672,22498,8862,19799,9908
14673,20409,7141,15182,6781
14674,1281,0,3305,0
14675,3128,0,6180,0
14676,9252,617,9624,0
14677,11810,2064,11865,2398
14678,13921,3651,14846,4252
14679,16024,5034,17464,5331
14680,17346,7047,18813,7586
14681,18575,9232,20445,9440
14682,18843,12309,18119,11785
14683,16565,16249,15969,15089
14684,14937,18614,14870,17018
14685,14040,19478,14319,18398
14686,13707,19700,14276,19187
14687,13825,20209,15155,19844
14688,15374,21190,16428,20558
14689,17046,21407,18585,21440
14690,19089,22335,19995,21414
14691,20201,21609,20798,20628
14692,20824,20116,20344,19600
14693,20429,14266,18467,14731
14694,17330,11374,14789,11075
14695,13913,9574,10801,9482
14696,10607,8242,6693,8201
14697,0,0,0,0
14698,3326,0,2528,262
14699,6082,370,7035,1994
14700,8550,2064,9130,4311
14701,9961,3647,10774,5640
14702,11352,5738,12144,6949
14703,12796,6490,13424,8890
14704,14153,8400,14687,10388
14705,15160,9604,15576,10982
14706,14887,10382,14901,11808
14707,15319,11963,16435,12233
14708,15619,12176,16511,12813
14709,15922,12106,16392,12281
14710,16426,12185,17028,12304
14711,17319,11631,17867,11837
14712,19560,11942,19877,11840
14713,21109,11366,21397,10917
14714,21953,9931,22224,9600
14715,21900,9327,22658,7932
14716,16980,6936,20763,6858
14717,13035,6188,12584,5681
14718,9124,5422,9386,4897
14719,5385,4596,4968,3726
14720,0,0,188,0
14721,1265,0,0,0
14722,13192,1510,9342,823
14723,13164,2864,11519,2672
14724,14866,4060,13384,4534
14725,16183,4980,14896,5584
14726,17350,6037,16730,5795
14727,18412,7513,17702,8207
14728,16979,9853,17997,9177
14729,16818,11678,17170,11650
14730,16703,12725,17058,12299
14731,16967,13110,16877,13795
14732,17567,13808,17184,14472
14733,19070,14123,17884,14187
14734,20733,14950,19645,15258
14735,22819,14537,21785,15168
14736,23747,13958,24020,15265
14737,22875,13413,24608,14481
14738,17650,13080,22783,13601
14739,15375,12248,18879,12253
14740,12691,10503,16430,10463
14741,9563,9427,13852,9083
14742,5859,7912,9382,7991
14743,14842,3516,14384,2342
14744,17018,4827,16261,4292
14745,19718,7086,18428,7909
14746,21661,10695,20243,11039
14747,23257,13225,22073,12762
14748,26403,14930,24606,14467
14749,26777,16162,25502,15328
14750,25319,16586,22956,16369
14751,22925,17378,22275,17479
14752,22208,18021,21594,18013
14753,21852,17738,20798,18010
14754,21479,16877,20910,17237
14755,22005,16521,21189,17556
14756,23261,15851,22891,16951
14757,26453,15324,26508,16469
14758,29218,14481,27871,16521
14759,30923,14072,29480,15742
14760,31671,13791,30448,14812
14761,30972,13486,30831,14218
14762,29009,13072,29732,13599
14763,23475,12056,26089,12752
14764,18827,10827,20655,10836
14765,14684,9060,14024,9546
14766,6914,671,6810,1738
14767,11195,2018,11275,2966
14768,13355,3975,13185,5181
14769,15230,6677,15295,7016
14770,17123,7592,17393,9235
14771,19463,10236,19148,11126
14772,21204,11523,20679,12654
14773,22197,12819,22074,14045
14774,25765,13973,23558,14959
14775,23702,15012,21390,15855
14776,22387,15985,21213,16573
14777,22893,15888,20918,16254
14778,21968,15863,20895,16163
14779,22188,15425,21227,15052
14780,22998,14968,22359,15005
14781,24827,14744,24320,14647
14782,27422,13855,27187,13728
14783,29344,13078,28963,13185
14784,30757,12529,30036,12465
14785,31263,11949,30422,12210
14786,31223,11589,29056,10250
14787,25224,9579,23007,9232
14788,20823,8167,18030,7738
14789,0,0,0,0
14790,5836,835,0,0
14791,8053,3355,6061,0
14792,10227,4835,7803,1944
14793,11707,6045,9910,4199
14794,12962,7774,11488,6039
14795,14381,9743,12522,8545
14796,14775,11203,13520,9610
14797,14427,12443,14250,10583
14798,13761,13585,13325,11242
14799,14469,14367,13848,12170
14800,16859,15213,15072,12943
14801,17852,15370,17488,13592
14802,18313,15718,18433,13641
14803,18854,15472,19003,13929
14804,21076,15292,19282,14081
14805,23421,15122,23272,13613
14806,24780,14969,25002,13493
14807,26988,14251,26840,12850
14808,28353,12933,28384,11929
14809,28773,10948,29088,10625
14810,27609,9142,28609,8507
14811,22602,6704,25206,7064
14812,4192,0,0,0
14813,9841,119,9291,1158
14814,12791,3463,12376,4205
14815,14955,6112,14395,8187
14816,16489,7229,16635,9789
14817,18100,8528,18724,9611
14818,20517,9987,20892,10911
14819,24042,11974,24906,11755
14820,24936,11693,25748,12424
14821,24252,12847,22909,12891
14822,22435,13434,21507,13809
14823,21881,14098,21002,13899
14824,21491,12198,21141,13628
14825,22045,13968,21584,13729
14826,22586,14607,22731,14072
14827,22387,14981,24707,13919
14828,25181,14516,25834,13514
14829,26458,14006,27580,13108
14830,27259,13977,28339,12288
14831,29068,12553,28029,11517
14832,27695,11936,25523,10133
14833,18111,10634,17368,8596
14834,12487,8258,13383,7272
14835,1498,0,2746,0
14836,6215,0,7637,0
14837,9517,613,10360,1266
14838,11944,3110,12278,3760
14839,13832,4799,14125,5019
14840,15797,6151,15552,6684
14841,17457,8207,16841,7690
14842,18868,9846,17980,8367
14843,19924,11046,17823,8862
14844,18702,12217,18071,9682
14845,17538,13543,18743,10304
14846,17360,13787,18957,10916
14847,17104,13491,19292,10511
14848,17575,13621,19927,9868
14849,18539,14328,21365,10243
14850,20116,14670,23751,9848
14851,22810,14341,26270,9566
14852,24599,13864,27938,9491
14853,25468,13290,28337,8494
14854,25163,11899,28114,7996
14855,22945,10252,25563,7502
14856,17338,7873,15381,7133
14857,12236,7347,9585,6080
14858,11320,1025,11948,2602
14859,12931,4614,14010,4260
14860,14477,6932,15778,6211
14861,15418,8777,17213,8459
14862,16956,11266,18547,10152
14863,18267,12641,19859,11344
14864,19672,14042,20658,12241
14865,20566,15050,21259,13400
14866,20841,15610,20850,14017
14867,19542,16365,20615,14546
14868,19507,16061,20422,15189
14869,19122,16453,20272,15316
14870,19012,16964,20691,15519
14871,19169,17149,21541,15435
14872,19976,15635,22757,15848
14873,22356,16713,25806,15668
14874,25426,16321,28263,15201
14875,27618,15654,29561,14625
14876,29232,15198,30046,13737
14877,30516,13442,28049,13187
14878,30960,12046,22908,11828
14879,29952,10381,19734,10337
14880,22130,8880,15379,9307
14881,9560,617,8736,497
14882,12372,1141,11397,1076
14883,15543,2262,14129,3171
14884,18977,3901,16148,4840
14885,23515,5720,18903,6611
14886,25328,7761,21977,7751
14887,26114,9598,25516,10645
14888,26056,10719,25300,12137
14889,24504,11892,24856,13283
14890,22415,13180,22262,14418
14891,21540,14710,20536,15540
14892,20934,14425,19797,15201
14893,20814,14492,19695,15142
14894,21763,14619,20510,14930
14895,24017,14493,22365,14826
14896,25853,14207,24417,14755
14897,26739,14074,26332,14510
14898,27312,14096,27284,14333
14899,26338,13564,28085,13903
14900,22510,13017,27575,12681
14901,18120,12269,24688,10912
14902,14539,10507,17606,9506
14903,10831,8925,13071,7985
14904,8533,538,11378,625
14905,10899,1610,13781,2249
14906,12874,2977,15477,3838
14907,14961,4660,17440,5377
14908,17073,6302,19670,7017
14909,19594,8443,23984,8775
14910,24009,10130,24870,10526
14911,24244,11006,24422,11434
14912,22236,11720,22123,12809
14913,20772,13070,20704,14175
14914,20144,14470,20566,15464
14915,19816,15230,20309,15287
14916,19987,15110,20678,15272
14917,20871,15327,21576,15115
14918,22260,15592,23964,15325
14919,24403,15549,25021,15445
14920,25871,15053,26128,15048
14921,26856,14454,26975,13827
14922,26822,13741,27141,13401
14923,26564,12913,19832,12383
14924,21267,11723,17354,10773
14925,17345,9557,14628,10000
14926,13799,8238,10070,7285
14927,0,0,0,0
14928,0,0,3812,0
14929,50,0,7597,1140
14930,8711,1460,10720,3396
14931,10931,3746,11825,4740
14932,13119,4234,13439,6414
14933,15027,6112,14766,8547
14934,16404,8139,15887,10111
14935,18258,9955,17064,11500
14936,20040,10631,15932,12806
14937,19773,11427,19076,13204
14938,19922,12441,19143,13697
14939,19611,12359,18950,14421
14940,19596,12731,19056,14230
14941,19977,12686,19531,14726
14942,21151,13133,20962,14798
14943,23370,12706,23056,14447
14944,24548,12265,24659,13811
14945,25029,11853,25920,12713
14946,24123,11034,26471,10880
14947,18531,9454,26069,9223
14948,15031,8229,24313,7826
14949,10866,7149,17025,7004
14950,14903,305,14107,5462
14951,16409,2389,15981,8051
14952,18692,4770,17572,9990
14953,21800,5818,19309,11471
14954,23837,8295,21035,12441
14955,26115,11114,22664,13563
14956,28438,12715,24395,14590
14957,28841,14222,25499,14953
14958,26394,15085,22305,15717
14959,24045,15882,22111,15764
14960,22963,16524,21735,15401
14961,22393,17809,21695,14759
14962,22639,17800,22334,14376
14963,23660,16817,24274,14142
14964,26671,17467,27244,13032
14965,29471,16089,29097,12493
14966,31273,15773,31821,12130
14967,32768,15886,33662,11402
14968,32535,14912,33452,11002
14969,31524,13965,31136,10612
14970,25591,13562,26621,9633
14971,22189,12834,18801,8646
14972,18995,11945,14863,7162
14973,6523,1358,7516,646
14974,8901,4087,9618,4310
14975,11080,5824,11390,5472
14976,12461,7574,13578,7002
14977,14002,9084,15290,9019
14978,15416,10034,17218,10981
14979,16617,11343,19054,11844
14980,17808,12158,21317,12767
14981,17846,12625,21600,13596
14982,18134,12875,19324,14493
14983,18432,13601,18967,14967
14984,18696,13761,18808,14192
14985,18550,12597,18833,13595
14986,19123,11338,20008,13086
14987,22259,12174,21898,12660
14988,24371,11298,25550,12516
14989,26569,11173,26399,12169
14990,27839,10960,27328,11630
14991,28637,9883,27199,10934
14992,27954,8920,25465,9615
14993,25721,7928,20224,8427
14994,20559,7288,16276,7542
14995,13121,5663,12362,6252
14996,12557,4681,11379,4080
14997,14236,6157,13207,5058
14998,15956,7217,14457,5968
14999,17518,9338,16056,7745
15000,19443,10358,17925,9372
15001,20726,11769,19551,10797
15002,21483,12551,20679,11828
15003,21661,13505,21623,13067
15004,21554,14067,21005,13712
15005,22026,14223,20270,14741
15006,21718,14079,20267,14738
15007,21672,14281,19884,14748
15008,21857,13963,19934,13917
15009,23131,13656,20870,14792
15010,25193,13582,22876,14016
15011,27755,12842,25661,13773
15012,29729,12556,28009,13587
15013,30650,11936,29135,13368
15014,30244,11445,29003,12729
15015,28554,11250,27769,12123
15016,22531,10731,22940,11433
15017,19937,10088,18572,10099
15018,14361,8482,13864,8669
15019,6955,0,1594,0
15020,8048,0,8188,0
15021,10320,2624,10304,591
15022,12040,5021,11934,2556
15023,13659,5843,13571,5047
15024,15734,7201,14764,6226
15025,17053,9151,15538,8185
15026,17349,10616,16693,9393
15027,16233,12925,16652,10914
15028,17710,14527,18758,12001
15029,18444,15490,19879,12825
15030,19036,16317,21219,13262
15031,19140,17249,21014,14643
15032,19026,17361,22737,14943
15033,19267,17193,22914,15088
15034,22835,18075,26004,15031
15035,24384,17641,27214,15366
15036,25335,17798,27322,15013
15037,26505,17338,28196,14982
15038,26667,17091,28447,15299
15039,26633,15999,27822,15580
15040,24898,14901,26413,15336
15041,23760,12010,20236,14162
15042,5766,0,6617,0
15043,8831,0,9109,1004
15044,11158,2148,10771,4147
15045,12914,4394,12456,5205
15046,14609,6105,13552,6656
15047,16110,7250,14836,7671
15048,17045,8449,15746,9435
15049,19990,9668,16235,11085
15050,19323,10474,16613,12122
15051,19591,11397,17429,13180
15052,19743,12055,17817,13941
15053,20245,12146,18446,14049
15054,19799,12510,17859,13810
15055,20748,11810,18999,13428
15056,21755,11832,20188,13949
15057,24237,12428,22230,14024
15058,25266,11979,23901,13384
15059,25122,11513,24983,12668
15060,21403,11150,24960,11842
15061,18679,10487,22679,9454
15062,16095,9598,17279,8125
15063,12805,8295,13737,6920
15064,8628,7128,8717,6261
15065,4819,0,1521,0
15066,8905,0,6571,0
15067,11341,1015,10000,1448
15068,13095,2585,11678,2830
15069,15880,4014,13480,4438
15070,16942,5740,14953,6214
15071,18748,7152,15811,7959
15072,18987,8890,16113,11492
15073,17158,10688,15582,13376
15074,15478,14892,15474,14842
15075,14870,16938,15254,16202
15076,14023,18256,14724,17228
15077,13637,18458,14745,16872
15078,14452,19002,15182,17224
15079,15963,19853,16578,16818
15080,18462,19993,19696,16785
15081,20030,19397,21420,15998
15082,21144,19229,22884,15016
15083,21338,18014,23442,13685
15084,18929,15906,22893,9845
15085,16362,10747,20001,8578
15086,13794,9119,15077,7379
15087,8026,7349,8544,5272
15088,7744,646,6086,0
15089,10555,2436,9345,1578
15090,12256,4181,11178,3172
15091,13592,8070,12842,5190
15092,15025,6650,14553,6217
15093,15965,7789,16045,7095
15094,18765,9300,18907,8677
15095,16967,10550,19353,9552
15096,17267,11744,17689,11328
15097,16933,12359,17128,11733
15098,16990,12410,16879,11715
15099,17472,12356,16806,12034
15100,18204,13027,17514,12699
15101,20491,13008,18914,12908
15102,22546,12821,21055,12818
15103,23105,12315,21071,12317
15104,22512,11826,16967,11916
15105,18747,11230,15889,11757
15106,15757,10576,14636,10081
15107,12417,8166,12083,7855
15108,8107,7720,7730,6845
15109,2054,4999,2906,5718
15110,65,1564,500,3012
15111,2314,0,9642,204
15112,9181,1749,12370,1837
15113,11182,3410,14347,3434
15114,13263,5249,15911,5327
15115,15121,6688,17785,6777
15116,20840,8593,20774,8269
15117,20691,9462,22616,9384
15118,23119,10094,20601,10358
15119,21379,10842,19802,11535
15120,20360,11382,19242,12288
15121,19770,11901,18952,12739
15122,19161,12320,19117,12537
15123,19335,11689,19912,12331
15124,19554,11673,21266,12694
15125,20589,12456,23744,13276
15126,22276,12544,25006,13250
15127,24439,12409,25450,13126
15128,25370,12120,24629,12981
15129,24782,11685,21659,12697
15130,22752,11391,17849,11681
15131,18149,10508,15034,10853
15132,13293,9816,11848,9573
15133,10718,8227,7779,7898
15134,10207,111,9243,1031
15135,11731,1762,10962,2559
15136,13353,4053,12567,4417
15137,14824,5664,14170,6956
15138,16117,7240,15412,8023
15139,17769,8857,16893,9766
15140,18927,10486,17678,10893
15141,18971,12709,18122,12445
15142,18585,13515,17872,12930
15143,18880,14629,18305,13948
15144,19970,15852,19150,14932
15145,20595,16961,20946,14581
15146,21540,17861,21436,17013
15147,21244,19193,21962,16918
15148,21279,18494,22133,16988
15149,24230,18863,24432,17207
15150,27223,18985,28100,17576
15151,28193,18739,29438,17106
15152,29415,18866,30567,16865
15153,30603,19123,31392,16593
15154,31015,19043,32012,16120
15155,30478,18481,31845,15319
15156,29193,17225,30605,14534
15157,7956,54,7736,540
15158,9739,1564,9186,1988
15159,10793,3390,10367,3693
15160,12504,4673,11532,5073
15161,13778,6121,12869,6439
15162,14942,7312,14023,8506
15163,16064,9566,15046,9831
15164,16848,11004,15752,11107
15165,16233,11989,15131,11918
15166,18919,12604,15909,12734
15167,19482,13548,17477,13151
15168,19640,13356,18412,13492
15169,19935,14372,19097,13317
15170,20365,14776,19825,13412
15171,22085,14809,21469,13536
15172,23540,15050,23800,12991
15173,25326,15118,25491,12522
15174,25770,14390,26479,12048
15175,25207,14010,26613,11559
15176,23087,12847,25056,10872
15177,19569,11759,20767,9050
15178,17544,10321,17267,8040
15179,14105,8814,13634,7057
15180,10966,1423,9170,1945
15181,13367,3002,12031,3559
15182,15135,4637,13542,5220
15183,16517,5902,15057,5837
15184,17702,7004,16131,7267
15185,18396,9381,17160,8916
15186,19024,10826,17221,10311
15187,16895,13444,16168,15149
15188,16488,15162,15514,16358
15189,16038,17206,15211,18309
15190,15406,18530,14404,19574
15191,15119,19341,13933,20235
15192,15370,21059,14116,21030
15193,16619,21399,14791,21757
15194,18701,22101,17396,21737
15195,21201,21768,19794,21767
15196,22624,20943,21261,21067
15197,23518,19997,22410,20278
15198,23618,19120,22524,18891
15199,21157,17053,21765,15330
15200,18081,13157,17885,11827
15201,14208,11543,15593,10175
15202,9713,9909,10106,9147
15203,11640,2538,12367,3214
15204,14184,4308,14629,4512
15205,16440,4536,16345,6298
15206,18493,5617,18518,8983
15207,20557,7267,20193,10592
15208,22455,9977,21442,11755
15209,26520,10965,24837,12513
15210,26699,12140,24196,13446
15211,24779,13527,22425,14615
15212,22828,14631,21577,14955
15213,22021,14914,21455,14932
15214,21682,15427,21449,14619
15215,21727,15328,21857,14441
15216,22294,14706,22706,14668
15217,23635,15107,24664,14477
15218,25927,14921,26584,14099
15219,27818,14749,28118,13236
15220,28711,14415,29225,12549
15221,28951,13902,29451,12241
15222,28224,13216,27551,11818
15223,23200,12764,22493,10802
15224,20275,12768,18815,9407
15225,17506,11019,15048,8278
15226,8077,1153,8629,0
15227,10736,2661,10882,1835
15228,12349,4172,13339,4334
15229,14208,6870,15703,6318
15230,15790,8707,17211,7890
15231,17404,9685,18207,9338
15232,18973,10817,19869,9754
15233,19706,11612,20309,10134
15234,21388,12487,20133,11809
15235,20072,13642,20500,12470
15236,19050,13734,19925,13746
15237,19191,14208,20397,13366
15238,19487,13752,21114,12651
15239,20034,13451,22164,12641
15240,21592,13386,23703,12573
15241,23964,13352,24928,12923
15242,26964,13063,27731,12423
15243,28633,12565,29287,11933
15244,29761,12096,29505,11645
15245,30036,11146,27716,11330
15246,28538,10326,21856,10472
15247,25360,9315,17594,10151
15248,16786,8281,14464,9475
15249,10531,2566,8257,0
15250,12536,4677,10865,117
15251,14217,6911,12786,3293
15252,16301,8593,14347,6130
15253,17681,10741,15825,7786
15254,19345,12805,17421,9359
15255,20617,14018,18823,11252
15256,21092,15126,19649,13186
15257,21937,15808,19739,14952
15258,22354,16748,20265,15848
15259,22687,17737,20410,16793
15260,22823,19179,20799,18005
15261,23048,19500,21059,19261
15262,22710,19392,21469,19429
15263,26467,19554,22289,19681
15264,28465,19838,25682,20164
15265,29676,20284,28622,20720
15266,30831,19494,29904,20294
15267,31908,19191,30181,20414
15268,32651,18856,30648,20420
15269,32732,18023,30895,19581
15270,31859,16256,30506,18454
15271,29534,14088,29115,17276
15272,14259,6491,13257,4780
15273,15760,8722,15557,6580
15274,17527,12042,17453,9025
15275,19734,14245,19661,9970
15276,21733,15496,21871,13076
15277,24125,17554,22979,15006
15278,24866,18671,22937,16970
15279,24570,20087,22635,18588
15280,22282,21506,19753,20449
15281,20259,22148,18622,21924
15282,19593,22846,17888,22300
15283,19201,22296,17212,22581
15284,18935,22046,16711,22738
15285,19106,21511,16818,22638
15286,19620,20638,18077,23630
15287,22965,19294,20397,23111
15288,24746,18438,22421,22341
15289,26287,17831,23868,21577
15290,27176,16554,25141,20989
15291,27739,14465,25709,19819
15292,27012,12376,25702,15384
15293,24307,11441,21974,13684
15294,20933,9561,20199,12100
15295,14791,6070,17267,6892
15296,16845,7823,19432,9128
15297,18820,9809,21582,11604
15298,20746,12461,23544,13263
15299,22390,14574,24874,14974
15300,23543,15409,26326,15709
15301,24260,16493,27187,16774
15302,24837,17732,24697,17743
