,areas,phi,rho,seg,name
2,18,345.42554,0.051906824,3,9892418_06_000
3,43,71.90208,0.0755756,3,9892418_06_000
4,30,102.21432,0.04461024,3,9892418_06_000
0,39,181.80106,0.11707278,1,9892418_06_001
1,812,194.3586,0.15305059,1,9892418_06_001
2,34,202.13385,0.1705587,1,9892418_06_001
3,13,207.88184,0.18081976,1,9892418_06_001
0,13,31.740942,0.078254856,3,9892418_06_001
1,11,295.73068,0.10455592,3,9892418_06_001
2,16,70.101364,0.105648555,3,9892418_06_001
3,16,76.19511,0.100135505,3,9892418_06_001
4,34,75.05449,0.029994885,3,9892418_06_001
5,51,95.24661,0.07272353,3,9892418_06_001
0,148,193.66801,0.1491351,1,9892418_06_002
1,167,205.47853,0.1668348,1,9892418_06_002
0,13,356.43567,0.06405898,3,9892418_06_002
1,25,293.0405,0.1312587,3,9892418_06_002
2,15,64.471855,0.046074595,3,9892418_06_002
3,10,145.44832,0.08263483,3,9892418_06_002
0,32,204.97188,0.17423542,1,9892418_06_003
1,150,188.68681,0.16708738,1,9892418_06_003
0,28,50.130234,0.039816365,3,9892418_06_003
0,52,206.64984,0.16979262,1,9892418_06_004
1,57,188.32825,0.1677283,1,9892418_06_004
0,17,42.755684,0.08346162,3,9892418_06_004
1,19,275.2983,0.13278474,3,9892418_06_004
0,11,185.19562,0.16584519,1,9892418_06_005
0,19,46.2872,0.10207273,3,9892418_06_005
0,98,207.42596,0.16568767,1,9892418_06_006
0,17,53.77762,0.11666204,3,9892418_06_006
1,10,84.03245,0.13862173,3,9892418_06_006
0,106,208.45686,0.16247763,1,9892418_06_007
0,12,56.00103,0.11203857,3,9892418_06_007
1,44,278.66364,0.15494983,3,9892418_06_007
0,38,107.46628,0.09521549,1,9892418_06_010
0,32,87.47698,0.077085644,1,9892418_06_011
1,12,105.01564,0.092174836,1,9892418_06_011
0,10,302.176,0.08691541,3,9892418_06_011
0,10,102.59732,0.087303005,1,9892418_06_012
0,63,302.30426,0.16692318,3,9892418_06_012
0,188,185.10513,0.17673782,1,9894047_03_000
0,25,170.75964,0.16861933,1,9894047_03_001
0,90,234.12866,0.0456058,1,9894047_03_009
0,103,323.81516,0.09324322,3,9894047_03_009
0,329,231.47833,0.043532196,1,9894047_03_010
0,23,295.58328,0.11801202,3,9894047_03_010
0,60,216.5056,0.05402703,1,9894047_03_011
1,19,227.49225,0.074176945,1,9894047_03_011
0,68,200.88087,0.09631092,3,9894047_03_012
0,26,185.71774,0.10566842,1,9894047_03_013
0,14,310.83334,0.087779015,3,9894047_03_013
0,93,229.0864,0.07927506,1,9894047_03_014
1,54,186.17612,0.13290653,1,9894047_03_014
0,353,18.254744,0.057323404,3,9894047_03_014
1,54,268.43524,0.1276646,3,9894047_03_014
2,17,246.9914,0.09659455,3,9894047_03_014
3,47,231.97879,0.111294,3,9894047_03_014
4,20,106.81928,0.190642,3,9894047_03_014
0,72,241.36786,0.124868944,1,9894047_03_015
1,17,234.1366,0.14077727,1,9894047_03_015
2,21,228.10222,0.14683934,1,9894047_03_015
3,40,227.77876,0.15789329,1,9894047_03_015
4,138,219.58253,0.15799822,1,9894047_03_015
5,288,198.19508,0.14199863,1,9894047_03_015
6,14,219.3958,0.16943991,1,9894047_03_015
7,11,209.18169,0.16326767,1,9894047_03_015
8,10,188.59857,0.15066372,1,9894047_03_015
0,412,24.488136,0.05564035,3,9894047_03_015
0,189,240.09723,0.1346734,1,9894047_03_016
1,1561,213.67038,0.1509164,1,9894047_03_016
2,47,205.9461,0.11502513,1,9894047_03_016
0,727,30.154514,0.06108181,3,9894047_03_016
1,31,284.71527,0.16197947,3,9894047_03_016
2,10,279.88437,0.15129814,3,9894047_03_016
0,87,251.3898,0.0917385,1,9894047_03_017
1,13,245.68973,0.10656166,1,9894047_03_017
2,27,233.85068,0.09339841,1,9894047_03_017
3,45,236.64932,0.15357457,1,9894047_03_017
4,113,229.8391,0.16599399,1,9894047_03_017
5,10,213.80933,0.11885727,1,9894047_03_017
6,772,208.60841,0.14953928,1,9894047_03_017
7,12,218.5186,0.1664869,1,9894047_03_017
0,13,296.7558,0.11357757,3,9894047_03_017
1,54,46.15517,0.09080953,3,9894047_03_017
2,36,10.860308,0.05162528,3,9894047_03_017
3,32,275.5269,0.14991258,3,9894047_03_017
4,21,60.111034,0.05366307,3,9894047_03_017
5,28,66.10988,0.066140376,3,9894047_03_017
6,12,61.544037,0.03858579,3,9894047_03_017
0,159,252.802,0.073998705,1,9894047_03_018
1,18,239.74316,0.08317851,1,9894047_03_018
2,10,245.23413,0.14789274,1,9894047_03_018
3,433,228.18768,0.16402347,1,9894047_03_018
4,72,221.82855,0.1236185,1,9894047_03_018
5,114,213.79405,0.1406108,1,9894047_03_018
6,11,210.2287,0.13554391,1,9894047_03_018
0,58,23.875898,0.04881703,3,9894047_03_018
1,57,270.9025,0.15249622,3,9894047_03_018
2,57,72.59402,0.054887284,3,9894047_03_018
0,193,245.3424,0.08243558,1,9894047_03_019
1,1351,229.02707,0.14612912,1,9894047_03_019
2,19,233.52806,0.11114189,1,9894047_03_019
3,14,214.49086,0.1308817,1,9894047_03_019
0,30,8.25396,0.04683139,3,9894047_03_019
1,10,276.9573,0.17239816,3,9894047_03_019
2,44,37.992226,0.048745353,3,9894047_03_019
3,42,269.30157,0.15309487,3,9894047_03_019
0,14,251.44568,0.08391465,1,9894047_03_020
1,16,246.46211,0.09642933,1,9894047_03_020
2,1822,226.39159,0.14515512,1,9894047_03_020
3,35,237.24219,0.0914923,1,9894047_03_020
4,13,172.47743,0.16045482,1,9894047_03_020
5,12,181.02937,0.16547231,1,9894047_03_020
0,167,42.388317,0.05172006,3,9894047_03_020
1,10,67.01876,0.077725805,3,9894047_03_020
2,16,82.47238,0.083134085,3,9894047_03_020
0,1031,222.72006,0.14670369,1,9894047_03_021
1,12,169.1096,0.15646155,1,9894047_03_021
0,272,236.88393,0.105796315,1,9894047_03_022
1,421,222.11244,0.16756375,1,9894047_03_022
2,13,216.68288,0.15040182,1,9894047_03_022
0,19,212.81764,0.12708662,1,9894600_00_000
0,34,180.22954,0.15617256,1,9894600_00_002
0,11,88.79501,0.025825066,1,9895178_00_000
0,14,98.47789,0.02293288,1,9895178_00_001
1,51,170.72052,0.09778582,1,9895178_00_001
0,16,268.2898,0.093384944,1,9895256_00_002
0,21,257.39584,0.11888078,1,9895256_00_008
0,86,145.86317,0.12502429,1,9895256_00_016
0,28,142.79576,0.123266675,1,9895256_00_017
0,24,198.65065,0.15458032,1,9895555_03_000
0,66,190.23036,0.1843111,1,9895555_03_001
1,19,201.51949,0.20210154,1,9895555_03_001
0,12,173.33589,0.1707106,1,9895555_03_002
0,24,204.76959,0.20169772,1,9895555_03_003
1,31,201.61066,0.20310514,1,9895555_03_003
0,155,310.8557,0.04309702,3,9895555_03_003
1,21,34.708473,0.039947346,3,9895555_03_003
2,28,85.00106,0.053151414,3,9895555_03_003
0,101,307.83713,0.04332241,3,9895555_03_004
1,441,52.96424,0.024490768,3,9895555_03_004
2,80,62.681576,0.07941022,3,9895555_03_004
0,293,82.64978,0.026101714,3,9895555_03_005
0,33,64.15676,0.14152905,3,9895555_03_007
0,46,65.241806,0.15201612,3,9895555_03_008
0,36,189.41148,0.100966685,3,9895555_03_009
0,32,299.51083,0.093161255,3,9896668_00_004
0,15,11.880169,0.15039614,1,9898582_06_009
1,11,7.7078648,0.14688432,1,9898582_06_009
0,47,208.26717,0.09598033,1,9898582_06_011
0,406,311.65912,0.06669457,3,9898582_06_012
0,64,292.92923,0.13731596,3,9898582_06_013
1,30,233.42546,0.11021316,3,9898582_06_013
0,280,235.31186,0.10689926,3,9898582_06_014
0,20,202.94188,0.06743794,1,9898582_06_015
0,17,10.287586,0.16382213,1,9898582_06_016
0,137,3.8466933,0.031673342,3,9898582_06_019
0,15,9.74412,0.051103916,3,9898582_06_020
1,27,304.93582,0.020409457,3,9898582_06_020
0,27,323.2789,0.045253374,3,9898582_06_022
1,15,61.252262,0.06697081,3,9898582_06_022
2,10,50.696476,0.04679034,3,9898582_06_022
3,13,285.97806,0.05223221,3,9898582_06_022
4,30,258.38873,0.039769933,3,9898582_06_022
0,21,176.68665,0.14149587,1,9898582_08_002
1,39,182.15617,0.15627386,1,9898582_08_002
2,14,184.73003,0.15894933,1,9898582_08_002
0,15,277.2539,0.17171755,3,9898582_08_006
0,11,124.98788,0.109660484,1,9898582_08_010
0,16,349.28574,0.083030984,3,9898582_08_010
1,12,1.6480836,0.065789305,3,9898582_08_010
2,37,175.28186,0.017679082,3,9898582_08_010
3,59,164.05618,0.036887236,3,9898582_08_010
0,28,303.04636,0.17024605,3,9898582_08_015
0,14,19.750881,0.023571227,3,9898582_08_017
0,234,59.13702,0.02728101,3,9898582_08_018
0,36,92.978775,0.08879131,3,9898582_08_019
0,33,42.62218,0.044726428,3,9898582_08_020
1,10,9.909522,0.02032655,3,9898582_08_020
2,24,290.81775,0.023095608,3,9898582_08_020
3,42,83.56177,0.10736007,3,9898582_08_020
4,77,193.86818,0.016075179,3,9898582_08_020
5,21,89.94401,0.120347545,3,9898582_08_020
0,16,50.450916,0.0637838,3,9898582_08_021
1,43,11.922012,0.023472996,3,9898582_08_021
2,18,264.74185,0.022898225,3,9898582_08_021
3,12,81.95717,0.066243775,3,9898582_08_021
4,14,209.1139,0.03128885,3,9898582_08_021
0,47,-2.6150432,0.01110826,3,9898582_08_022
1,17,250.89546,0.026778964,3,9898582_08_022
0,12,155.91814,0.036401644,1,9898669_01_012
0,271,341.82724,0.10199359,3,9898669_01_012
0,60,330.46817,0.025492677,1,9898669_01_013
1,903,150.48442,0.04379935,1,9898669_01_013
0,23,327.14813,0.058173496,3,9898669_01_013
0,718,151.09985,0.04724244,1,9898669_01_014
1,10,150.32854,0.03354934,1,9898669_01_014
0,23,318.4539,0.06470995,3,9898669_01_014
1,139,282.72256,0.04563985,3,9898669_01_014
2,11,251.7706,0.05132882,3,9898669_01_014
0,1264,143.64998,0.0401341,1,9898669_01_015
1,10,201.21132,0.1263063,1,9898669_01_015
0,50,279.8426,0.1314722,3,9898669_01_015
1,303,244.13522,0.07457878,3,9898669_01_015
0,243,140.07822,0.04773987,1,9898669_01_016
0,11,13.421914,0.097609065,3,9900166_03_005
0,48,139.37222,0.14910074,1,9900166_03_021
0,12,122.7586,0.12884143,1,9900166_10_018
0,184,126.811295,0.12781268,1,9900166_10_019
0,10,120.61147,0.12770659,1,9900166_10_020
0,14,229.41782,0.07465876,1,9900668_00_009
0,21,196.38188,0.116144985,1,9900668_10_000
0,83,327.7417,0.11214257,3,9900668_10_010
0,14,259.74292,0.14785278,1,9900668_10_021
0,64,248.32056,0.14291991,1,9900668_10_022
0,15,160.00967,0.11900676,1,9900971_06_014
1,105,198.36377,0.12805356,1,9900971_06_014
0,455,163.01576,0.12678577,1,9900971_06_015
0,12,318.3842,0.15485871,3,9900971_06_015
1,13,315.01923,0.1579647,3,9900971_06_015
2,104,5.325266,0.103400305,3,9900971_06_015
0,95,225.70233,0.16178596,1,9900971_06_016
0,12,3.7873676,0.111922316,3,9900971_06_016
0,28,347.668,0.1242526,3,9900971_06_017
1,28,303.03625,0.17471437,3,9900971_06_017
2,29,298.51025,0.15718648,3,9900971_06_017
0,13,180.32045,0.113597594,1,9900971_06_022
0,17,237.92212,0.13202171,1,9903020_01_008
0,16,156.88686,0.13870414,1,9903020_01_016
0,110,222.13042,0.13787128,1,9903020_01_022
0,49,205.02408,0.107301466,1,9903020_08_001
0,11,355.91742,0.037396308,1,9903020_08_002
1,14,169.96152,0.06958487,1,9903020_08_002
2,29,207.67831,0.15427805,1,9903020_08_002
3,33,208.18701,0.16787751,1,9903020_08_002
0,12,174.29382,0.11018176,1,9903020_08_003
1,197,189.1092,0.15609336,1,9903020_08_003
0,114,10.322881,0.0598443,3,9903020_08_003
1,11,309.2285,0.10717884,3,9903020_08_003
0,51,357.07166,0.15101859,1,9903020_08_014
1,18,202.704,0.1258352,1,9903020_08_014
2,13,206.35606,0.1392682,1,9903020_08_014
0,14,356.00677,0.10594715,3,9903020_08_014
1,23,349.66354,0.09424282,3,9903020_08_014
0,54,31.03126,0.18451597,1,9903020_08_015
1,18,357.98672,0.17040372,1,9903020_08_015
2,24,356.52664,0.15498264,1,9903020_08_015
3,15,342.6735,0.08567583,1,9903020_08_015
4,15,105.45279,0.10488142,1,9903020_08_015
5,15,113.818886,0.11104679,1,9903020_08_015
6,12,240.69405,0.12967302,1,9903020_08_015
7,127,227.1704,0.12421984,1,9903020_08_015
8,87,144.99316,0.12203577,1,9903020_08_015
9,43,207.39037,0.11939861,1,9903020_08_015
10,42,159.36922,0.12985447,1,9903020_08_015
11,28,218.54288,0.15280822,1,9903020_08_015
12,36,201.8845,0.14229637,1,9903020_08_015
0,38,351.271,0.0960429,3,9903020_08_015
0,21,26.780304,0.22542892,1,9903020_08_016
1,16,28.862257,0.20663352,1,9903020_08_016
2,11,357.1748,0.18142103,1,9903020_08_016
3,23,356.32877,0.1644247,1,9903020_08_016
4,45,256.53165,0.12132211,1,9903020_08_016
5,10,133.52538,0.12606499,1,9903020_08_016
6,447,152.17062,0.12551592,1,9903020_08_016
7,30,164.08224,0.118047215,1,9903020_08_016
8,61,219.00723,0.16058473,1,9903020_08_016
9,19,211.0992,0.15641397,1,9903020_08_016
10,45,202.37196,0.15086043,1,9903020_08_016
0,18,25.025194,0.06471439,3,9903020_08_016
1,20,79.54591,0.13967851,3,9903020_08_016
0,23,27.00611,0.22475162,1,9903020_08_017
1,135,351.45407,0.13153589,1,9903020_08_017
2,12,336.3502,0.08124164,1,9903020_08_017
3,1332,155.2261,0.12479556,1,9903020_08_017
4,44,217.99332,0.1688069,1,9903020_08_017
5,20,210.73578,0.16388294,1,9903020_08_017
6,32,183.63211,0.15043725,1,9903020_08_017
0,19,357.26038,0.08641591,3,9903020_08_017
1,119,19.612272,0.068608455,3,9903020_08_017
2,15,347.16553,0.068109125,3,9903020_08_017
0,17,356.98413,0.20484217,1,9903020_08_018
1,114,354.35864,0.16688362,1,9903020_08_018
2,80,346.88474,0.112467594,1,9903020_08_018
3,69,129.87178,0.1274768,1,9903020_08_018
4,793,156.77141,0.13080458,1,9903020_08_018
5,23,171.56934,0.14491466,1,9903020_08_018
0,13,359.52243,0.06052294,3,9903020_08_018
1,19,335.27686,0.0670312,3,9903020_08_018
2,30,55.572437,0.09183611,3,9903020_08_018
0,39,354.11215,0.17038034,1,9903020_08_019
1,22,128.05908,0.12796926,1,9903020_08_019
2,29,145.34294,0.11896903,1,9903020_08_019
3,427,171.85924,0.1472227,1,9903020_08_019
4,12,182.8035,0.15306652,1,9903020_08_019
0,27,47.450676,0.08569907,3,9903020_08_019
1,56,342.13666,0.05400803,3,9903020_08_019
2,25,315.11032,0.06855363,3,9903020_08_019
0,721,121.80488,0.11106481,1,9903020_08_020
1,26,148.96654,0.10134192,1,9903020_08_020
2,1183,166.59045,0.13474922,1,9903020_08_020
3,14,150.0494,0.11013429,1,9903020_08_020
4,18,177.76292,0.108500205,1,9903020_08_020
5,16,183.53719,0.13394247,1,9903020_08_020
0,31,25.256018,0.05335568,3,9903020_08_020
1,47,330.0328,0.048001334,3,9903020_08_020
2,18,310.34692,0.063739344,3,9903020_08_020
0,1002,125.13849,0.10770008,1,9903020_08_021
1,12,148.09589,0.101934366,1,9903020_08_021
2,36,155.96962,0.11315353,1,9903020_08_021
3,447,169.33777,0.13811724,1,9903020_08_021
4,224,155.08632,0.13851346,1,9903020_08_021
5,11,193.66325,0.11350232,1,9903020_08_021
6,12,193.37389,0.13204809,1,9903020_08_021
7,43,185.14261,0.13717622,1,9903020_08_021
8,10,179.93597,0.14450888,1,9903020_08_021
0,42,360.08127,0.050690196,3,9903020_08_021
1,66,30.32733,0.052357454,3,9903020_08_021
2,92,307.22702,0.052868783,3,9903020_08_021
0,812,135.74721,0.120002046,1,9903020_08_022
1,42,159.63332,0.14244531,1,9903020_08_022
2,10,165.59966,0.13344102,1,9903020_08_022
3,15,165.20615,0.14524384,1,9903020_08_022
4,23,170.01639,0.14517368,1,9903020_08_022
0,90,352.61417,0.04719605,3,9903020_08_022
1,23,306.50735,0.072370656,3,9903020_08_022
2,15,321.72092,0.056447573,3,9903020_08_022
3,75,291.1867,0.06374141,3,9903020_08_022
4,34,269.65668,0.031395175,3,9903020_08_022
0,478,302.49588,0.11668717,3,9903903_01_009
0,40,122.10465,0.09276098,1,9903903_01_010
0,12,319.74387,0.09466966,3,9903903_01_010
1,221,299.19354,0.10696854,3,9903903_01_010
2,24,254.31863,0.13177061,3,9903903_01_010
3,179,233.32042,0.11623622,3,9903903_01_010
0,10,233.89636,0.12714021,1,9904541_00_001
1,20,228.31079,0.13351017,1,9904541_00_001
0,14,242.50304,0.12956919,1,9904541_00_002
1,82,186.02095,0.1741463,1,9904541_00_002
0,281,340.23987,0.0427246,3,9904541_00_002
0,120,339.54944,0.04866079,3,9904541_00_003
0,11,298.2071,0.10075626,3,9904541_00_013
0,491,237.21313,0.13391711,1,9904541_03_000
1,64,200.50766,0.14224352,1,9904541_03_000
2,10,207.99501,0.14940877,1,9904541_03_000
0,13,161.01904,0.07998335,1,9904541_03_001
1,20,170.46896,0.15055582,1,9904541_03_001
0,52,334.0995,0.065246366,3,9904541_03_001
1,302,48.537113,0.058055826,3,9904541_03_001
0,226,331.88522,0.073780954,3,9904541_03_002
1,150,56.620686,0.08473894,3,9904541_03_002
0,73,60.995754,0.10472045,3,9904541_03_003
0,13,64.263054,0.11960786,3,9904541_03_004
0,13,341.42215,0.116092905,1,9904541_03_012
1,20,74.86425,0.040899534,1,9904541_03_012
0,10,303.53586,0.15330012,3,9904541_03_012
0,128,278.51718,0.094334416,3,9904541_03_013
0,14,27.655796,0.059619743,3,9904667_06_022
0,10,217.9822,0.1307035,1,9905024_06_000
0,45,302.6015,0.0658043,3,9905024_06_003
1,18,328.06586,0.042002033,3,9905024_06_003
2,21,18.693718,0.04627955,3,9905024_06_003
0,12,118.58729,0.1211953,1,9905024_06_008
0,178,288.07535,0.13780375,3,9905024_06_008
0,92,202.52777,0.13383622,1,9905024_06_014
1,16,193.79411,0.12004023,1,9905024_06_014
2,13,211.5076,0.14563966,1,9905024_06_014
0,21,282.18198,0.15821327,3,9905024_06_018
0,13,118.781334,0.11035032,1,9905024_06_021
0,527,225.92671,0.12935759,1,9905024_06_022
1,16,213.24327,0.12649643,1,9905024_06_022
2,47,203.29204,0.15780938,1,9905024_06_022
0,36,340.50928,0.13518213,3,9905024_06_022
1,11,166.03508,0.12149532,3,9905024_06_022
0,187,187.79916,0.16894512,1,9905024_10_001
0,29,309.4815,0.038248815,3,9905024_10_001
1,66,-10.308125,0.022849176,3,9905024_10_001
0,233,326.37823,0.022741143,3,9905024_10_002
1,89,47.344578,0.03606118,3,9905024_10_002
0,22,226.51924,0.17287698,1,9905024_10_022
0,22,311.372,0.09551307,3,9905024_10_022
0,10,232.50987,0.084661625,1,9905156_00_000
0,20,191.23767,0.1419838,1,9905156_00_001
0,86,300.7375,0.12396399,3,9905156_00_005
0,11,360.76474,0.13223584,1,9905156_00_012
0,12,353.7729,0.14752953,1,9905156_00_015
0,112,198.07713,0.050120547,1,9905156_05_002
0,22,203.56067,0.07260562,1,9906027_01_015
0,40,201.631,0.056485325,1,9906027_01_016
1,33,197.50923,0.06546691,1,9906027_01_016
2,20,202.46951,0.07307414,1,9906027_01_016
0,464,206.58212,0.05201001,1,9906027_01_017
1,13,192.34924,0.06882418,1,9906027_01_017
0,176,204.8708,0.03511155,1,9906027_01_019
1,10,233.56187,0.045790445,1,9906027_01_019
0,18,184.30415,0.15667404,1,9906027_03_001
0,15,166.39674,0.12881772,1,9906027_03_002
0,160,305.34808,0.081315465,3,9906027_03_012
1,16,293.61386,0.08979171,3,9906027_03_012
2,11,264.33374,0.0787244,3,9906027_03_012
0,33,38.746155,0.064890146,3,9906027_03_013
1,18,210.40681,0.12365251,3,9906027_03_013
0,24,206.78004,0.04593122,1,9906027_03_015
1,44,205.03139,0.0538233,1,9906027_03_015
2,49,204.76353,0.06251454,1,9906027_03_015
3,47,205.82495,0.07131345,1,9906027_03_015
4,18,209.02751,0.08106639,1,9906027_03_015
5,12,199.15826,0.0809847,1,9906027_03_015
6,12,206.02502,0.08910514,1,9906027_03_015
7,10,200.68997,0.08936023,1,9906027_03_015
0,98,208.31061,0.035106596,1,9906027_03_016
1,11,194.40053,0.046840467,1,9906027_03_016
2,13,194.88298,0.055674467,1,9906027_03_016
0,178,202.45525,0.04159497,1,9906027_03_017
1,11,220.41362,0.0533164,1,9906027_03_017
0,209,221.38347,0.02735434,1,9906027_03_018
0,32,230.01894,0.02408309,1,9906027_03_019
0,85,123.9636,0.080998935,1,9906027_05_009
0,33,200.40744,0.06221756,1,9906027_05_015
1,210,204.62108,0.088444404,1,9906027_05_015
2,11,214.58287,0.08503792,1,9906027_05_015
0,183,201.9255,0.05239118,1,9906027_05_016
0,18,218.09459,0.030391844,1,9906027_05_017
1,10,192.04187,0.02548921,1,9906027_05_017
2,78,202.71921,0.043004423,1,9906027_05_017
0,40,226.44707,0.041048676,1,9906027_05_018
1,28,197.59976,0.025606675,1,9906027_05_018
2,22,207.07486,0.03699181,1,9906027_05_018
0,68,218.14824,0.024653938,1,9906027_05_019
0,105,127.30138,0.08060502,1,9906027_06_009
0,10,112.71408,0.08620316,3,9906027_06_011
0,40,244.5338,0.050565697,3,9906027_06_012
1,12,209.16121,0.09049279,3,9906027_06_012
0,18,339.64188,0.10983205,1,9906027_06_013
0,14,43.49875,0.12347742,3,9906027_06_013
1,89,235.75458,0.0783563,3,9906027_06_013
2,33,213.97694,0.10608968,3,9906027_06_013
3,81,225.77663,0.12420327,3,9906027_06_013
0,155,206.31573,0.10480199,1,9906027_06_014
1,10,144.70494,0.14146617,1,9906027_06_014
0,932,204.7326,0.091428414,1,9906027_06_015
1,18,223.97522,0.08320352,1,9906027_06_015
0,14,71.39496,0.1293577,3,9906027_06_015
0,890,203.59595,0.08177853,1,9906027_06_016
1,82,215.29448,0.17199577,1,9906027_06_016
2,14,208.13397,0.16014527,1,9906027_06_016
0,63,196.82935,0.0716596,1,9906027_06_017
0,33,212.749,0.026477894,1,9906027_06_018
1,309,205.97777,0.046041623,1,9906027_06_018
0,200,210.80603,0.03601247,1,9906027_06_019
0,127,118.82184,0.07787533,1,9906027_08_009
0,87,283.45926,0.12380833,3,9906027_08_009
0,44,348.93567,0.1382283,1,9906027_08_010
0,47,289.93835,0.118465744,3,9906027_08_010
0,28,333.9212,0.09700432,1,9906027_08_011
1,14,315.72876,0.057389304,1,9906027_08_011
0,132,317.383,0.05535025,1,9906027_08_012
1,39,54.85364,0.09542556,1,9906027_08_012
0,40,299.7046,0.06401229,3,9906027_08_012
0,18,313.49008,0.05725246,1,9906027_08_013
0,15,-2.6539717,0.19769256,1,9906027_08_014
1,242,352.62195,0.122814305,1,9906027_08_014
2,14,0.8048626,0.12650867,1,9906027_08_014
3,453,212.86554,0.083947286,1,9906027_08_014
4,13,203.80576,0.0973781,1,9906027_08_014
0,10,32.179707,0.053617783,3,9906027_08_014
0,12,6.0318165,0.13553455,1,9906027_08_015
1,40,3.3014843,0.12819014,1,9906027_08_015
2,19,-6.3589506,0.10240621,1,9906027_08_015
3,23,51.076138,0.10441979,1,9906027_08_015
4,564,214.00366,0.056145504,1,9906027_08_015
5,27,235.43797,0.07167495,1,9906027_08_015
6,10,110.44706,0.1037956,1,9906027_08_015
7,86,207.25038,0.10029445,1,9906027_08_015
8,11,216.01363,0.1116382,1,9906027_08_015
0,12,57.19372,0.078231655,3,9906027_08_015
0,39,205.73358,0.08965602,1,9906027_08_016
0,10,337.4096,0.023668855,1,9906027_08_017
1,16,349.0203,0.016821899,1,9906027_08_017
2,584,222.34387,0.035428256,1,9906027_08_017
0,389,252.21156,0.018396057,1,9906027_08_018
0,44,252.99525,0.02102717,1,9906027_08_019
0,14,341.51822,0.065271504,1,9906027_08_021
0,15,99.66653,0.12939666,3,9906027_08_021
0,28,236.12909,0.11456865,1,9906027_10_000
