,areas,phi,rho,seg,name
0,69,175.12314,0.14722253,1,9871046_03_001
0,17,162.449,0.1376637,1,9871046_03_002
0,103,-1.0811098,0.0695767,3,9871046_03_002
1,16,303.00974,0.10660809,3,9871046_03_002
0,228,10.26269,0.0637598,3,9871046_03_003
1,27,352.04816,0.07731256,3,9871046_03_003
0,88,224.62384,0.14682792,1,9871046_03_009
1,17,189.73975,0.14881116,1,9871046_03_009
0,46,307.91406,0.14653406,3,9871046_03_011
1,51,313.23068,0.08807143,3,9871046_03_011
0,34,19.694887,0.10355822,3,9871046_03_012
0,586,316.1082,0.123476714,3,9871046_03_013
0,21,198.35144,0.12047289,1,9871046_03_014
0,708,319.5951,0.11913849,3,9871046_03_014
0,883,319.89703,0.1200201,3,9871046_03_015
1,28,272.97784,0.12937352,3,9871046_03_015
0,725,320.21936,0.11784733,3,9871046_03_016
1,10,337.09372,0.07903722,3,9871046_03_016
0,149,326.36127,0.08475139,3,9871046_03_017
0,27,213.6071,0.13876036,1,9871046_03_022
0,21,207.34305,0.1483469,1,9871097_06_007
0,23,289.82904,0.1276716,3,9871097_06_010
1,24,320.68613,0.05448557,3,9871097_06_010
0,24,-1.708831,0.04660214,3,9871097_06_011
0,14,229.78896,0.036694363,1,9871731_08_000
1,20,177.75536,0.10287382,1,9871731_08_000
2,12,171.76874,0.11116651,1,9871731_08_000
0,62,305.89844,0.085795395,3,9871731_08_003
0,40,294.0869,0.10248149,3,9871731_08_004
0,72,225.95837,0.103800915,1,9871731_08_008
0,113,331.31607,0.0849022,3,9871731_08_008
0,71,332.45413,0.08216919,3,9871731_08_009
0,19,69.099045,0.17549501,3,9871731_08_011
0,12,306.2395,0.03602698,1,9871731_08_012
0,160,65.469604,0.15409617,3,9871731_08_012
1,13,279.2051,0.13239528,3,9871731_08_012
2,17,268.36786,0.111536935,3,9871731_08_012
0,12,20.832823,0.18958203,1,9871731_08_013
1,14,28.923319,0.15829436,1,9871731_08_013
2,11,321.25958,0.044357132,1,9871731_08_013
3,10,296.28183,0.048492625,1,9871731_08_013
4,10,222.98843,0.057564825,1,9871731_08_013
5,13,195.7804,0.05747937,1,9871731_08_013
6,18,178.9842,0.06738127,1,9871731_08_013
0,67,351.92322,0.087165594,3,9871731_08_013
1,10,343.40332,0.095822595,3,9871731_08_013
2,292,66.30169,0.15249382,3,9871731_08_013
0,10,187.74075,0.06292508,1,9871731_08_014
1,43,178.853,0.071792826,1,9871731_08_014
0,21,18.88786,0.1040567,3,9871731_08_014
1,13,340.3989,0.08705212,3,9871731_08_014
2,129,68.178665,0.15004636,3,9871731_08_014
0,83,210.19211,0.07883763,1,9871731_08_015
1,374,186.04268,0.09384708,1,9871731_08_015
2,12,209.09152,0.122747235,1,9871731_08_015
0,19,287.69107,0.17393659,3,9871731_08_015
1,38,280.9697,0.15138334,3,9871731_08_015
2,14,273.07132,0.13175191,3,9871731_08_015
3,13,261.77722,0.12063367,3,9871731_08_015
0,24,346.81668,0.13591823,1,9871731_08_016
1,32,242.90327,0.15666124,1,9871731_08_016
2,125,218.7853,0.10179044,1,9871731_08_016
3,11,211.17595,0.096207015,1,9871731_08_016
4,64,195.54668,0.0982925,1,9871731_08_016
0,122,225.19058,0.16670571,1,9871731_08_017
0,19,15.984561,0.0709772,3,9871731_08_017
1,14,28.189903,0.07793723,3,9871731_08_017
0,32,29.869036,0.07274479,3,9871731_08_018
0,10,42.63831,0.10195583,1,9871731_08_019
1,122,124.98072,0.11061598,1,9871731_08_019
2,15,226.53665,0.18138343,1,9871731_08_019
0,13,31.406124,0.07185831,3,9871731_08_019
1,16,69.0117,0.088496454,3,9871731_08_019
0,78,128.10779,0.11103049,1,9871731_08_020
0,10,65.952095,0.0640113,3,9871731_08_021
0,74,127.99898,0.11237601,1,9871731_08_022
0,128,282.6886,0.18653323,3,9871731_08_022
1,16,356.86072,0.017509237,3,9871731_08_022
2,24,236.70708,0.12047957,3,9871731_08_022
0,312,339.83978,0.04984121,3,9872810_00_002
1,18,18.185253,0.043351468,3,9872810_00_002
0,598,330.99384,0.04575278,3,9872810_00_003
1,325,54.764175,0.05097692,3,9872810_00_003
0,489,315.7663,0.035983946,3,9872810_00_004
1,849,71.544,0.04850836,3,9872810_00_004
0,1152,77.76398,0.051513743,3,9872810_00_005
0,42,-1.5327226,0.044941347,3,9872810_00_006
1,36,20.882416,0.04726429,3,9872810_00_006
2,667,82.85425,0.058175858,3,9872810_00_006
3,71,73.65223,0.09543996,3,9872810_00_006
0,221,34.24555,0.044899296,3,9872810_00_007
1,23,56.011524,0.07727064,3,9872810_00_007
2,11,47.27609,0.077504754,3,9872810_00_007
0,53,29.418188,0.034637943,3,9872810_00_008
0,26,330.86145,0.10280042,3,9872810_00_018
0,61,331.00165,0.096839584,3,9872810_00_019
0,11,340.0124,0.073148094,3,9872810_00_020
0,18,329.19174,0.0797163,3,9872810_00_021
1,12,336.9332,0.07452992,3,9872810_00_021
2,11,323.86398,0.07306996,3,9872810_00_021
0,64,332.1871,0.06724814,3,9872810_00_022
0,64,7.897459,0.052323714,3,9872810_03_000
1,30,343.9766,0.052088954,3,9872810_03_000
0,471,351.8719,0.057330035,3,9872810_03_001
0,750,340.85266,0.05371998,3,9872810_03_002
0,754,337.58902,0.05280952,3,9872810_03_003
0,679,340.88132,0.050725516,3,9872810_03_004
0,101,197.76907,0.13305956,1,9872810_03_005
0,136,1.4419749,0.058482494,3,9872810_03_005
1,65,34.946728,0.06865787,3,9872810_03_005
0,215,43.165054,0.07164189,3,9872810_03_006
0,341,51.692135,0.064271376,3,9872810_03_007
0,55,55.596954,0.05613117,3,9872810_03_008
0,64,62.85266,0.14675203,3,9872810_03_011
0,144,216.54756,0.11357931,1,9872810_03_015
1,48,178.78589,0.09434081,1,9872810_03_015
2,14,194.38069,0.102559924,1,9872810_03_015
3,13,202.57643,0.12317353,1,9872810_03_015
0,91,343.92975,0.0939455,3,9872810_03_015
0,45,264.476,0.070112474,1,9872810_03_016
1,10,268.1915,0.05700541,1,9872810_03_016
2,12,189.04736,0.11338839,1,9872810_03_016
0,234,331.44922,0.100037694,3,9872810_03_017
0,16,323.07724,0.11692693,3,9872810_03_018
1,165,325.99338,0.09977838,3,9872810_03_018
0,11,226.20041,0.16797474,1,9872810_03_019
0,44,336.807,0.09230342,3,9872810_03_019
1,12,312.6105,0.12301189,3,9872810_03_019
2,16,308.8955,0.11369438,3,9872810_03_019
0,13,246.43584,0.16902985,1,9872810_03_020
0,23,243.8162,0.14472412,1,9872810_03_021
1,11,243.58383,0.17068091,1,9872810_03_021
0,60,293.92398,0.14311667,3,9872810_03_021
1,10,288.44824,0.04117875,3,9872810_03_021
0,12,299.78015,0.1302441,3,9872810_03_022
1,71,290.57452,0.14931321,3,9872810_03_022
2,28,292.47302,0.124000266,3,9872810_03_022
0,191,334.81216,0.072379,3,9872810_05_000
0,879,320.5829,0.0945179,3,9872810_05_001
1,27,18.917257,0.071662486,3,9872810_05_001
0,700,319.0735,0.09099152,3,9872810_05_002
1,33,18.9219,0.07176772,3,9872810_05_002
2,18,44.37038,0.08979107,3,9872810_05_002
0,657,323.08975,0.086024374,3,9872810_05_003
0,373,324.93265,0.09157144,3,9872810_05_004
1,70,353.03867,0.073403195,3,9872810_05_004
0,152,339.2722,0.08327228,3,9872810_05_005
1,131,319.89255,0.09403324,3,9872810_05_005
0,12,57.889866,0.13249786,3,9872810_05_006
1,52,337.29276,0.065830216,3,9872810_05_006
0,125,320.40146,0.12318795,3,9872810_05_008
0,337,347.6638,0.11389416,3,9872810_05_010
0,681,351.51593,0.116819635,3,9872810_05_011
0,52,219.59372,0.10710944,1,9872810_05_015
0,71,182.07219,0.11183689,1,9872810_05_016
0,49,345.83835,0.11683942,3,9872810_05_016
0,93,339.45654,0.10765051,3,9872810_05_017
0,89,340.69565,0.10321974,3,9872810_05_018
1,24,324.66986,0.1095618,3,9872810_05_018
0,62,342.98645,0.098327614,3,9872810_05_019
1,14,330.64825,0.10119451,3,9872810_05_019
2,12,324.29413,0.10530107,3,9872810_05_019
3,14,278.6215,0.12728785,3,9872810_05_019
0,11,316.86578,0.11797699,3,9872810_05_021
1,18,320.30338,0.10035115,3,9872810_05_021
0,33,315.9404,0.10637767,3,9872810_05_022
1,42,319.52853,0.088264875,3,9872810_05_022
2,25,319.99738,0.027633887,3,9872810_05_022
0,58,193.64203,0.18028575,1,9874238_01_001
0,260,12.768094,0.057283342,3,9874238_01_003
1,39,320.8114,0.08022342,3,9874238_01_003
0,705,17.649042,0.0480266,3,9874238_01_004
1,21,328.69153,0.07087058,3,9874238_01_004
0,779,27.463524,0.04843044,3,9874238_01_005
1,85,333.91672,0.0673445,3,9874238_01_005
2,26,296.8212,0.06385634,3,9874238_01_005
0,498,17.732492,0.050596077,3,9874238_01_006
1,16,42.60136,0.089570254,3,9874238_01_006
2,21,58.618618,0.106422156,3,9874238_01_006
3,35,355.6848,0.0072936146,3,9874238_01_006
0,106,29.539896,0.07493351,3,9874238_01_007
1,10,12.832126,0.073230125,3,9874238_01_007
2,132,5.5073433,0.045757197,3,9874238_01_007
0,43,215.22092,0.108173326,1,9874238_01_009
0,67,89.34291,0.012895044,3,9874238_01_009
0,17,212.15149,0.14182061,1,9874238_03_000
1,11,205.53976,0.16871712,1,9874238_03_000
0,471,192.243,0.18701306,1,9874238_03_003
0,356,192.0987,0.18447459,1,9874238_03_004
0,1517,15.290865,0.04628994,3,9874238_03_004
1,19,275.52472,0.054328553,3,9874238_03_004
2,10,144.72247,0.01774275,3,9874238_03_004
0,333,327.6655,0.05436752,3,9874238_03_005
1,798,38.29802,0.047879633,3,9874238_03_005
2,31,58.106438,0.102656156,3,9874238_03_005
0,781,42.061047,0.04844331,3,9874238_03_006
1,390,318.39352,0.041446667,3,9874238_03_006
2,77,65.536934,0.10925138,3,9874238_03_006
0,1123,18.683334,0.02356005,3,9874238_03_007
1,60,70.64877,0.13136795,3,9874238_03_007
2,17,79.63091,0.1144366,3,9874238_03_007
0,815,40.169037,0.019137856,3,9874238_03_008
0,47,10.831771,0.059931204,3,9874238_03_010
1,18,67.12647,0.15721686,3,9874238_03_010
0,13,277.7682,0.13663368,3,9874238_03_020
1,10,267.9132,0.13792656,3,9874238_03_020
0,222,199.04762,0.11847362,1,9874238_06_000
0,997,197.25786,0.13818721,1,9874238_06_002
0,61,343.05914,0.11092767,3,9874238_06_002
0,988,199.19383,0.14047189,1,9874238_06_003
0,210,352.66656,0.11436751,3,9874238_06_003
1,29,12.823557,0.11357833,3,9874238_06_003
0,337,196.65686,0.14733966,1,9874238_06_004
0,253,354.25873,0.113052495,3,9874238_06_004
1,112,24.34091,0.1159269,3,9874238_06_004
0,202,24.075596,0.11455517,3,9874238_06_005
1,21,35.807938,0.13034056,3,9874238_06_005
0,11,230.93158,0.118869334,1,9874238_06_006
0,25,316.48944,0.16019328,3,9874238_06_006
1,27,19.50285,0.12041755,3,9874238_06_006
2,10,40.324596,0.13568434,3,9874238_06_006
3,341,10.727256,0.07756805,3,9874238_06_006
0,81,210.25536,0.13423412,1,9874238_06_007
1,10,194.9563,0.14799899,1,9874238_06_007
0,101,315.87177,0.15915948,3,9874238_06_007
1,12,43.23445,0.14747655,3,9874238_06_007
0,310,316.28717,0.1558767,3,9874238_06_008
0,44,334.21243,0.13026172,3,9874238_06_010
0,19,332.65952,0.14718999,3,9874238_06_011
0,74,334.77393,0.1631233,3,9874238_06_014
0,217,336.43576,0.16464859,3,9874238_06_015
0,23,306.85016,0.19613144,3,9874238_06_022
0,11,214.49188,0.10705427,1,9874238_08_000
1,17,204.61453,0.15057029,1,9874238_08_000
0,10,193.39464,0.13493305,1,9874238_08_001
1,174,187.14986,0.15656814,1,9874238_08_001
2,134,200.03323,0.172566,1,9874238_08_001
3,58,193.04738,0.17768857,1,9874238_08_001
0,17,329.36035,0.075636275,3,9874238_08_001
0,542,195.75726,0.17165549,1,9874238_08_002
0,265,323.972,0.04199485,3,9874238_08_002
0,630,194.80827,0.17033476,1,9874238_08_003
1,11,206.55423,0.18321945,1,9874238_08_003
0,632,18.264256,0.03846706,3,9874238_08_003
1,10,345.11343,0.019319326,3,9874238_08_003
2,291,133.75682,0.023831556,3,9874238_08_003
3,12,243.60493,0.051729314,3,9874238_08_003
0,13,143.20499,0.12466236,1,9874238_08_004
1,369,195.24533,0.17335008,1,9874238_08_004
2,36,205.69446,0.17643833,1,9874238_08_004
3,30,187.86223,0.16345991,1,9874238_08_004
0,983,45.6853,0.04374105,3,9874238_08_004
1,14,28.798,0.066885754,3,9874238_08_004
0,49,196.5997,0.17539516,1,9874238_08_005
0,1065,70.25482,0.053469412,3,9874238_08_005
1,27,95.2062,0.09216515,3,9874238_08_005
0,120,62.143826,0.09057825,3,9874238_08_006
1,35,78.93027,0.12531316,3,9874238_08_006
2,204,120.44852,0.027952828,3,9874238_08_006
0,581,213.38303,0.14285229,1,9874238_08_007
0,17,53.77715,0.08679035,3,9874238_08_007
1,50,79.71864,0.1489394,3,9874238_08_007
0,41,84.91829,0.16282833,3,9874238_08_008
0,17,128.2133,0.1606948,1,9874238_08_009
0,30,82.980515,0.16990277,3,9874238_08_009
0,163,224.25035,0.032377075,1,9874238_08_010
1,14,228.32193,0.044644553,1,9874238_08_010
2,52,191.07808,0.05816913,1,9874238_08_010
3,15,177.14522,0.16199373,1,9874238_08_010
0,37,311.16953,0.088099405,3,9874238_08_010
1,16,303.75766,0.105057135,3,9874238_08_010
2,123,299.16656,0.06867979,3,9874238_08_010
0,12,5.56306,0.104826264,1,9874238_08_011
1,69,205.70877,0.06408296,1,9874238_08_011
0,86,300.42972,0.11996878,3,9874238_08_011
1,12,310.51947,0.08805282,3,9874238_08_011
0,61,357.67035,0.065837964,3,9874238_08_012
0,24,353.9143,0.07588821,3,9874238_08_013
1,173,329.1763,0.06644043,3,9874238_08_013
2,12,312.44354,0.086267,3,9874238_08_013
0,31,346.59448,0.08575593,3,9874238_08_014
1,376,320.19366,0.079842106,3,9874238_08_014
2,38,58.491318,0.13016716,3,9874238_08_014
3,10,304.8091,0.10919581,3,9874238_08_014
0,710,317.5993,0.09452449,3,9874238_08_015
1,40,347.36462,0.092337355,3,9874238_08_015
0,249,312.82193,0.090149626,3,9874238_08_016
1,16,328.44504,0.09495224,3,9874238_08_016
2,35,299.68716,0.11019903,3,9874238_08_016
0,86,140.67827,0.13532183,1,9874238_08_017
0,37,356.60788,0.07877925,3,9874238_08_017
1,13,327.04645,0.06180251,3,9874238_08_017
2,17,301.25235,0.092281304,3,9874238_08_017
0,25,349.41873,0.16787004,1,9874238_08_018
1,38,346.00613,0.14202292,1,9874238_08_018
2,15,132.64659,0.13529982,1,9874238_08_018
3,54,140.24881,0.12348716,1,9874238_08_018
4,70,140.58257,0.13793856,1,9874238_08_018
5,18,146.87427,0.12821783,1,9874238_08_018
0,10,124.37621,0.12832569,1,9874238_08_019
1,26,128.22154,0.13079356,1,9874238_08_019
2,96,136.723,0.13528444,1,9874238_08_019
0,18,128.50215,0.13153423,1,9874238_08_020
1,12,138.5722,0.13760166,1,9874238_08_020
0,65,252.80498,0.15216002,3,9874238_08_020
0,253,140.08139,0.12914997,1,9874238_08_021
0,76,275.39944,0.18937825,3,9874238_08_021
1,48,247.8303,0.14684367,3,9874238_08_021
0,16,131.86421,0.11944797,1,9874238_08_022
1,13,139.78748,0.13345324,1,9874238_08_022
0,32,280.0426,0.17971374,3,9874238_08_022
0,17,159.84314,0.10755589,1,9874820_03_000
0,161,39.450794,0.100998536,3,9874820_03_000
1,17,6.7039423,0.08949621,3,9874820_03_000
0,110,46.164677,0.10964313,3,9874820_03_001
0,23,50.885975,0.11134024,3,9874820_03_002
0,51,253.16423,0.12407233,1,9874820_03_007
0,104,345.00565,0.09859243,3,9874820_03_016
0,183,344.7631,0.0900097,3,9874820_03_017
0,43,54.599415,0.1709413,3,9875724_01_012
0,40,220.45665,0.08793194,1,9875794_00_006
1,82,215.9831,0.106734864,1,9875794_00_006
0,71,216.95299,0.10388046,1,9875794_00_007
0,14,211.46014,0.08684511,1,9875794_00_009
0,31,288.88565,0.14321847,3,9875794_00_012
0,35,278.9171,0.15878719,3,9877790_10_019
0,30,249.99783,0.01877977,1,9878114_03_000
1,12,198.79567,0.1701289,1,9878114_03_000
0,22,187.76909,0.19469734,1,9878114_03_001
0,46,302.66232,0.1524158,3,9878114_05_013
0,236,243.64432,0.16428113,1,9879214_10_021
1,110,233.83307,0.152135,1,9879214_10_021
0,126,329.7791,0.069244005,3,9879285_01_018
0,55,337.84125,0.05765982,3,9879285_01_019
0,32,300.96765,0.14653349,3,9879285_06_012
1,14,294.2945,0.14810754,3,9879285_06_012
2,26,323.81207,0.06587668,3,9879285_06_012
0,296,329.47266,0.066733845,3,9879285_06_013
1,24,49.294163,0.12511985,3,9879285_06_013
0,17,195.6585,0.12760773,1,9879285_06_014
0,1075,349.42886,0.054847583,3,9879285_06_014
1,13,14.441842,0.08141824,3,9879285_06_014
2,51,52.388737,0.125401,3,9879285_06_014
3,59,60.620724,0.11316297,3,9879285_06_014
4,30,255.71191,0.09793116,3,9879285_06_014
0,1557,348.06924,0.047090925,3,9879285_06_015
0,1884,347.4971,0.039810646,3,9879285_06_016
1,14,44.169178,0.07913153,3,9879285_06_016
0,1163,346.62894,0.04195296,3,9879285_06_017
0,580,337.94626,0.04646579,3,9879285_06_018
0,12,63.867653,0.11417145,3,9879285_08_002
0,15,136.43764,0.1252683,1,9879285_08_003
0,12,114.22664,0.11136144,1,9879285_08_005
0,21,297.76154,0.1369971,3,9879285_08_006
0,25,298.64127,0.13246043,3,9879285_08_007
0,16,315.1556,0.12793317,3,9879285_08_012
1,13,48.363247,0.12660581,3,9879285_08_012
2,19,306.1152,0.10487094,3,9879285_08_012
0,11,278.34448,0.13861756,3,9879285_08_013
1,104,256.01776,0.09667498,3,9879285_08_013
0,12,255.48915,0.079076454,1,9879285_08_014
1,438,201.91621,0.0884518,1,9879285_08_014
2,19,188.60399,0.081500165,1,9879285_08_014
0,21,296.7141,0.14524914,3,9879285_08_014
1,57,291.4159,0.15380222,3,9879285_08_014
2,72,279.49347,0.15290156,3,9879285_08_014
3,22,275.3839,0.13382009,3,9879285_08_014
4,42,259.1862,0.10470719,3,9879285_08_014
0,19,111.93165,0.111906886,1,9879285_08_015
1,14,237.17216,0.13814242,1,9879285_08_015
2,11,213.45845,0.11293935,1,9879285_08_015
3,11,210.01219,0.11116778,1,9879285_08_015
0,146,329.49762,0.098906636,3,9879285_08_015
1,17,11.404797,0.08440726,3,9879285_08_015
2,19,20.337389,0.08564418,3,9879285_08_015
3,136,333.36453,0.066526584,3,9879285_08_015
4,18,-6.458657,0.06746889,3,9879285_08_015
5,94,5.949833,0.05425037,3,9879285_08_015
6,20,281.18057,0.15453617,3,9879285_08_015
7,37,255.4047,0.099467255,3,9879285_08_015
8,23,238.7451,0.099859126,3,9879285_08_015
0,21,334.08676,0.11352621,1,9879285_08_016
1,50,118.405785,0.10975406,1,9879285_08_016
0,1142,336.37405,0.070942625,3,9879285_08_016
1,18,10.408586,0.07340042,3,9879285_08_016
2,67,280.22876,0.09102427,3,9879285_08_016
3,11,257.8784,0.10404154,3,9879285_08_016
0,89,115.74834,0.110837884,1,9879285_08_017
1,11,241.55783,0.14747642,1,9879285_08_017
2,10,238.455,0.14970809,1,9879285_08_017
0,12,306.77277,0.13856964,3,9879285_08_017
1,1643,330.8219,0.058078684,3,9879285_08_017
2,15,12.209404,0.04794243,3,9879285_08_017
3,312,280.8858,0.09550703,3,9879285_08_017
4,36,169.0079,0.01870753,3,9879285_08_017
0,12,336.74228,0.14440012,1,9879285_08_018
1,49,121.936356,0.11613713,1,9879285_08_018
2,15,219.58067,0.15605116,1,9879285_08_018
0,57,310.7645,0.12231222,3,9879285_08_018
1,2441,309.49475,0.06959845,3,9879285_08_018
2,17,179.9987,0.06344127,3,9879285_08_018
0,10,339.1636,0.16192533,1,9879285_08_019
1,129,263.5171,0.13122538,1,9879285_08_019
2,49,249.60583,0.15915827,1,9879285_08_019
0,1240,320.01312,0.07256346,3,9879285_08_019
0,19,339.49066,0.15756388,1,9879285_08_020
1,11,264.6512,0.13396566,1,9879285_08_020
0,559,324.64392,0.07255385,3,9879285_08_020
1,12,4.069309,0.07330776,3,9879285_08_020
2,25,271.9773,0.16245367,3,9879285_08_020
0,51,111.71674,0.12263454,1,9879285_08_021
0,17,313.185,0.09934604,3,9879285_08_021
0,673,23.19707,0.04880609,3,9880455_10_002
0,522,29.66825,0.057765827,3,9880455_10_003
1,16,73.523445,0.09121041,3,9880455_10_003
0,79,240.62346,0.1715082,1,9880455_10_004
1,23,159.19116,0.14829504,1,9880455_10_004
0,42,40.132633,0.07955603,3,9880455_10_004
0,57,153.16258,0.14981829,1,9880455_10_016
0,91,294.1669,0.07646452,3,9880717_10_001
0,82,141.50912,0.074377574,1,9880717_10_014
0,14,143.97897,0.07352758,1,9880717_10_015
1,20,149.37901,0.077353686,1,9880717_10_015
2,95,139.67725,0.092569545,1,9880717_10_015
0,15,74.25226,0.123965435,3,9880782_00_005
0,22,352.91974,0.17315297,1,9880782_00_010
0,100,157.16203,0.15614818,1,9880782_00_015
0,222,158.66129,0.1566778,1,9880782_00_016
0,107,40.372616,0.06960365,3,9880782_00_016
0,14,184.83955,0.2174251,1,9881062_00_001
0,48,57.489193,0.035650067,3,9881062_00_002
0,187,14.544982,0.058772296,3,9881062_00_004
0,398,23.689917,0.055345565,3,9881062_00_005
0,475,48.18932,0.07650499,3,9881062_00_006
0,356,58.09785,0.08442797,3,9881062_00_007
0,11,237.19267,0.08570938,3,9882107_01_002
0,10,141.57869,0.117612496,1,9882107_01_004
0,73,201.64995,0.13719226,1,9882107_01_007
1,13,205.90884,0.13083625,1,9882107_01_007
0,175,207.51572,0.12888071,1,9882326_00_002
0,154,207.1871,0.12633313,1,9882326_00_003
0,10,124.64859,0.1565775,1,9882326_00_010
0,58,94.442116,0.021431414,1,9882326_00_014
0,14,345.10583,0.12626474,1,9882326_00_019
0,53,286.22052,0.13222866,3,9883069_00_003
0,43,294.21008,0.17727521,3,9883069_00_007
0,93,294.0438,0.17408514,3,9883069_00_008
0,11,216.41176,0.18913107,1,9885702_03_000
0,709,195.69789,0.2016477,1,9885702_03_001
0,12,221.38904,0.19041431,1,9885702_03_007
0,13,121.13669,0.122974016,1,9885702_03_010
0,229,218.4483,0.07182217,1,9886298_00_000
1,110,229.75122,0.14049608,1,9886298_00_000
0,12,245.99432,0.051635973,1,9886298_00_001
1,258,247.64522,0.08805452,1,9886298_00_001
2,173,208.99016,0.064015724,1,9886298_00_001
3,394,228.46317,0.1254597,1,9886298_00_001
0,1414,228.27745,0.07879558,1,9886298_00_002
1,214,230.01248,0.13781194,1,9886298_00_002
0,166,319.0233,0.11654083,3,9886298_00_008
0,15,277.9265,0.030059842,1,9886298_00_010
0,89,323.29434,0.12042601,3,9886298_00_010
1,12,323.87936,0.10466365,3,9886298_00_010
2,20,304.37222,0.11288082,3,9886298_00_010
0,199,352.61157,0.1139097,3,9886298_00_011
0,25,357.45587,0.109386615,3,9886298_00_012
0,10,228.5425,0.111724526,1,9886298_00_013
1,34,215.16838,0.1134142,1,9886298_00_013
2,16,224.00237,0.14250909,1,9886298_00_013
0,37,339.44644,0.15573892,3,9886298_00_014
0,17,316.71643,0.101674736,3,9886298_00_018
0,11,331.92862,0.13958992,3,9886298_00_019
1,288,314.89017,0.09903606,3,9886298_00_019
0,12,331.91937,0.1416237,3,9886298_00_020
1,16,321.09314,0.14140177,3,9886298_00_020
2,335,316.54117,0.108561724,3,9886298_00_020
0,21,194.43118,0.12928027,1,9886298_00_021
0,31,333.73004,0.13825394,3,9886298_00_021
1,43,298.7342,0.1777785,3,9886298_00_021
2,17,320.5015,0.10460987,3,9886298_00_021
0,10,192.28381,0.10872542,1,9886298_00_022
1,17,209.47382,0.13147189,1,9886298_00_022
2,45,198.1039,0.12690577,1,9886298_00_022
0,139,329.84753,0.14411183,3,9886298_00_022
1,25,183.29102,0.03006328,3,9886298_00_022
0,10,202.2606,0.07330477,1,9886520_08_001
0,11,263.41483,0.14616385,1,9886520_08_008
0,24,100.93794,0.1038521,1,9886520_08_011
0,11,202.28809,0.11667477,3,9886520_08_020
0,764,353.12027,0.042750046,3,9886598_00_000
0,10,342.11563,0.07422537,3,9886598_00_001
1,498,3.3738654,0.034602415,3,9886598_00_001
2,146,324.26627,0.06430214,3,9886598_00_001
0,24,360.62985,0.070056304,3,9886598_00_002
1,385,355.2399,0.044218875,3,9886598_00_002
0,16,338.98096,0.03706312,3,9886598_00_003
0,31,73.54519,0.07446818,3,9886808_05_022
0,427,152.84412,0.12783484,1,9888515_00_016
0,16,142.9881,0.13716692,1,9888515_00_018
1,67,153.75775,0.14375953,1,9888515_00_018
0,10,26.415325,0.05816055,3,9888515_06_002
0,12,350.27185,0.110884145,1,9888515_06_010
0,10,353.23242,0.167129,1,9888515_06_011
0,13,349.55756,0.07494081,1,9888515_06_012
0,13,190.5969,0.11530259,1,9888515_06_013
0,143,159.25179,0.135819,1,9888515_06_014
0,217,159.32346,0.13690712,1,9888515_06_015
0,230,159.46199,0.14024897,1,9888515_06_016
0,45,346.7401,0.1579179,1,9888515_06_017
1,15,142.8561,0.1450685,1,9888515_06_017
2,239,161.49327,0.14545615,1,9888515_06_017
0,324,173.16754,0.14409624,1,9888515_06_018
0,155,152.85713,0.14887697,1,9888515_06_019
1,43,169.47122,0.15041082,1,9888515_06_019
0,53,157.419,0.12546496,1,9888515_06_022
1,28,163.73187,0.13018613,1,9888515_06_022
0,920,201.12892,0.13082205,1,9888768_03_000
1,22,194.17822,0.11699082,1,9888768_03_000
2,13,226.25343,0.16169257,1,9888768_03_000
3,14,164.30243,0.1295173,1,9888768_03_000
4,15,221.16273,0.16305943,1,9888768_03_000
0,34,30.893654,0.107837275,3,9888768_03_000
1,18,351.62903,0.09983682,3,9888768_03_000
2,760,361.70782,0.07058887,3,9888768_03_000
0,326,202.09346,0.14097342,1,9888768_03_001
1,25,226.1064,0.16360277,1,9888768_03_001
0,50,8.56536,0.054617945,3,9888768_03_001
1,13,36.238914,0.037106376,3,9888768_03_001
0,40,214.32039,0.13210435,1,9888768_03_006
0,12,125.741325,0.10669998,1,9888768_03_012
0,448,298.22827,0.111792326,3,9888768_03_012
1,102,278.64536,0.097730145,3,9888768_03_012
0,10,263.2656,0.08745925,1,9888768_03_014
0,15,324.279,0.123408265,3,9888768_03_014
1,12,318.05524,0.1149126,3,9888768_03_014
2,13,57.575157,0.12115098,3,9888768_03_014
3,108,261.5096,0.08858667,3,9888768_03_014
0,10,33.166718,0.11226521,3,9890264_00_002
0,20,194.55757,0.08522979,1,9890264_00_014
0,46,0.16879421,0.11773092,3,9890264_00_017
0,11,260.0135,0.09028512,1,9890264_00_019
1,154,245.95058,0.13444366,1,9890264_00_019
0,19,343.70364,0.12758155,3,9890264_00_019
0,1030,246.768,0.12034033,1,9890264_00_020
0,1823,245.55598,0.113064565,1,9890264_00_021
1,17,207.78093,0.06265563,1,9890264_00_021
0,1043,243.18005,0.105856486,1,9890264_00_022
1,11,240.671,0.1447699,1,9890264_00_022
2,53,228.89326,0.12321843,1,9890264_00_022
0,41,198.64932,0.16447963,1,9892418_03_001
0,20,199.64153,0.17139532,1,9892418_03_002
0,62,39.358856,0.057377297,3,9892418_03_003
0,72,234.76715,0.12350619,1,9892418_03_008
1,102,225.86911,0.10334482,1,9892418_03_008
2,13,223.27992,0.12938856,1,9892418_03_008
0,11,175.29651,0.10730956,1,9892418_06_000
1,1248,192.29425,0.15213846,1,9892418_06_000
0,41,0.24194269,0.060673773,3,9892418_06_000
1,47,296.23163,0.104233705,3,9892418_06_000
